,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
002040 CH Equity,2022-05-07,BUY,南 京 港,110675,0,0,6.07,6.718,100000,0,0,Quant,Pattern 95,CN
002041 CH Equity,2022-05-07,BUY,登海种业,30987,0,0,21.68,6.718,100000,0,0,Quant,Pattern 95,CN
002042 CH Equity,2022-05-07,BUY,华孚时尚,186611,0,0,3.6,6.718,100000,0,0,Quant,Pattern 95,CN
002043 CH Equity,2022-05-07,SELL,兔 宝 宝,-73743,0,0,9.11,6.718,100000,0,0,Quant,Pattern 95,CN
002044 CH Equity,2022-05-07,SELL,美年健康,-134899,0,0,4.98,6.718,100000,0,0,Quant,Pattern 95,CN
002045 CH Equity,2022-05-07,BUY,国光电器,89692,0,0,7.49,6.718,100000,0,0,Quant,Pattern 95,CN
002050 CH Equity,2022-05-07,BUY,三花智控,40227,0,0,16.7,6.718,100000,0,0,Quant,Pattern 95,CN
002051 CH Equity,2022-05-07,BUY,中工国际,77935,0,0,8.62,6.718,100000,0,0,Quant,Pattern 95,CN
002054 CH Equity,2022-05-07,SELL,德美化工,-93435,0,0,7.19,6.718,100000,0,0,Quant,Pattern 95,CN
002056 CH Equity,2022-05-07,SELL,横店东磁,-44816,0,0,14.99,6.718,100000,0,0,Quant,Pattern 95,CN
000785 CH Equity,2022-05-07,BUY,居然之家,168793,0,0,3.98,6.718,100000,0,0,Quant,Pattern 95,CN
000792 CH Equity,2022-05-07,BUY,盐湖股份,23865,0,0,28.15,6.718,100000,0,0,Quant,Pattern 95,CN
000800 CH Equity,2022-05-07,SELL,一汽解放,-85362,0,0,7.87,6.718,100000,0,0,Quant,Pattern 95,CN
000813 CH Equity,2022-05-07,SELL,德展健康,-216012,0,0,3.11,6.718,100000,0,0,Quant,Pattern 95,CN
000821 CH Equity,2022-05-07,BUY,京山轻机,91153,0,0,7.37,6.718,100000,0,0,Quant,Pattern 95,CN
000858 CH Equity,2022-05-07,SELL,五粮液,-4277,0,0,157.06,6.718,100000,0,0,Quant,Pattern 95,CN
000885 CH Equity,2022-05-07,BUY,城发环境股份有限公司,74810,0,0,8.98,6.718,100000,0,0,Quant,Pattern 95,CN
000887 CH Equity,2022-05-07,BUY,中鼎股份,54484,0,0,12.33,6.718,100000,0,0,Quant,Pattern 95,CN
000913 CH Equity,2022-05-07,BUY,钱江摩托,65350,0,0,10.28,6.718,100000,0,0,Quant,Pattern 95,CN
000917 CH Equity,2022-05-07,BUY,电广传媒,145097,0,0,4.63,6.718,100000,0,0,Quant,Pattern 95,CN
300257 CH Equity,2022-05-07,SELL,开山股份,-50625,0,0,13.27,6.718,100000,0,0,Quant,Pattern 95,CN
300273 CH Equity,2022-05-07,BUY,和佳医疗,363135,0,0,1.85,6.718,100000,0,0,Quant,Pattern 95,CN
300274 CH Equity,2022-05-07,BUY,阳光电源,10772,0,0,62.36,6.718,100000,0,0,Quant,Pattern 95,CN
300282 CH Equity,2022-05-07,BUY,三盛教育,222450,0,0,3.02,6.718,100000,0,0,Quant,Pattern 95,CN
300284 CH Equity,2022-05-07,BUY,苏交科,88394,0,0,7.6,6.718,100000,0,0,Quant,Pattern 95,CN
300296 CH Equity,2022-05-07,BUY,利亚德,114251,0,0,5.88,6.718,100000,0,0,Quant,Pattern 95,CN
300297 CH Equity,2022-05-07,SELL,*ST 蓝盾,-524843,0,0,1.28,6.718,100000,0,0,Quant,Pattern 95,CN
300301 CH Equity,2022-05-07,SELL,*ST长方,-381704,0,0,1.76,6.718,100000,0,0,Quant,Pattern 95,CN
300308 CH Equity,2022-05-07,SELL,中际旭创,-21026,0,0,31.95,6.718,100000,0,0,Quant,Pattern 95,CN
