,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
300722 CH Equity,2022-04-26,BUY,新余国科,25874,0,0,25.42,6.5772,100000,0,0,Quant,Pattern 95,CN
300723 CH Equity,2022-04-26,BUY,一品红,26682,0,0,24.65,6.5772,100000,0,0,Quant,Pattern 95,CN
300737 CH Equity,2022-04-26,BUY,科顺股份,62819,0,0,10.47,6.5772,100000,0,0,Quant,Pattern 95,CN
300750 CH Equity,2022-04-26,BUY,宁德时代,1686,0,0,390.1,6.5772,100000,0,0,Quant,Pattern 95,CN
300751 CH Equity,2022-04-26,BUY,迈为股份,2096,0,0,313.79,6.5772,100000,0,0,Quant,Pattern 95,CN
300759 CH Equity,2022-04-26,BUY,康龙化成,5779,0,0,113.8,6.5772,100000,0,0,Quant,Pattern 95,CN
300762 CH Equity,2022-04-26,BUY,上海瀚讯,46779,0,0,14.06,6.5772,100000,0,0,Quant,Pattern 95,CN
300763 CH Equity,2022-04-26,SELL,锦浪科技股份有限公司,-3891,0,0,169.0,6.5772,100000,0,0,Quant,Pattern 95,CN
300774 CH Equity,2022-04-26,BUY,倍杰特,35843,0,0,18.35,6.5772,100000,0,0,Quant,Pattern 95,CN
300775 CH Equity,2022-04-26,BUY,三角防务,18818,0,0,34.95,6.5772,100000,0,0,Quant,Pattern 95,CN
300284 CH Equity,2022-04-26,SELL,苏交科,-92898,0,0,7.08,6.5772,100000,0,0,Quant,Pattern 95,CN
300286 CH Equity,2022-04-26,SELL,安科瑞,-36950,0,0,17.8,6.5772,100000,0,0,Quant,Pattern 95,CN
300294 CH Equity,2022-04-26,SELL,博雅生物,-25945,0,0,25.35,6.5772,100000,0,0,Quant,Pattern 95,CN
300296 CH Equity,2022-04-26,SELL,利亚德,-112047,0,0,5.87,6.5772,100000,0,0,Quant,Pattern 95,CN
300299 CH Equity,2022-04-26,SELL,富春股份,-134228,0,0,4.9,6.5772,100000,0,0,Quant,Pattern 95,CN
300306 CH Equity,2022-04-26,SELL,远方信息,-63242,0,0,10.4,6.5772,100000,0,0,Quant,Pattern 95,CN
300308 CH Equity,2022-04-26,BUY,中际旭创,22648,0,0,29.04,6.5772,100000,0,0,Quant,Pattern 95,CN
300327 CH Equity,2022-04-26,SELL,中颖电子,-11872,0,0,55.4,6.5772,100000,0,0,Quant,Pattern 95,CN
300328 CH Equity,2022-04-26,SELL,宜安科技,-84431,0,0,7.79,6.5772,100000,0,0,Quant,Pattern 95,CN
300330 CH Equity,2022-04-26,SELL,华虹计通,-80800,0,0,8.14,6.5772,100000,0,0,Quant,Pattern 95,CN
002657 CH Equity,2022-04-26,BUY,中科金财,53560,0,0,12.28,6.5772,100000,0,0,Quant,Pattern 95,CN
002661 CH Equity,2022-04-26,BUY,克明食品,56945,0,0,11.55,6.5772,100000,0,0,Quant,Pattern 95,CN
002668 CH Equity,2022-04-26,SELL,奥马电器,-152958,0,0,4.3,6.5772,100000,0,0,Quant,Pattern 95,CN
002677 CH Equity,2022-04-26,SELL,浙江美大,-48290,0,0,13.62,6.5772,100000,0,0,Quant,Pattern 95,CN
002689 CH Equity,2022-04-26,SELL,远大智能,-199309,0,0,3.3,6.5772,100000,0,0,Quant,Pattern 95,CN
002693 CH Equity,2022-04-26,SELL,双成药业,-154032,0,0,4.27,6.5772,100000,0,0,Quant,Pattern 95,CN
002695 CH Equity,2022-04-26,SELL,煌上煌,-62520,0,0,10.52,6.5772,100000,0,0,Quant,Pattern 95,CN
002698 CH Equity,2022-04-26,BUY,博实股份,66302,0,0,9.92,6.5772,100000,0,0,Quant,Pattern 95,CN
002722 CH Equity,2022-04-26,BUY,金轮股份,53735,0,0,12.24,6.5772,100000,0,0,Quant,Pattern 95,CN
002725 CH Equity,2022-04-26,SELL,跃岭股份,-65120,0,0,10.1,6.5772,100000,0,0,Quant,Pattern 95,CN
002014 CH Equity,2022-04-26,SELL,永新股份,-109255,0,0,6.02,6.5772,100000,0,0,Quant,Pattern 95,CN
002015 CH Equity,2022-04-26,SELL,协鑫能科,-50477,0,0,13.03,6.5772,100000,0,0,Quant,Pattern 95,CN
002019 CH Equity,2022-04-26,BUY,亿帆医药,57796,0,0,11.38,6.5772,100000,0,0,Quant,Pattern 95,CN
002027 CH Equity,2022-04-26,SELL,分众传媒,-124332,0,0,5.29,6.5772,100000,0,0,Quant,Pattern 95,CN
002033 CH Equity,2022-04-26,BUY,丽江股份,107646,0,0,6.11,6.5772,100000,0,0,Quant,Pattern 95,CN
002039 CH Equity,2022-04-26,BUY,黔源电力,41892,0,0,15.7,6.5772,100000,0,0,Quant,Pattern 95,CN
002041 CH Equity,2022-04-26,SELL,登海种业,-30464,0,0,21.59,6.5772,100000,0,0,Quant,Pattern 95,CN
002042 CH Equity,2022-04-26,SELL,华孚时尚,-177762,0,0,3.7,6.5772,100000,0,0,Quant,Pattern 95,CN
002051 CH Equity,2022-04-26,BUY,中工国际,85976,0,0,7.65,6.5772,100000,0,0,Quant,Pattern 95,CN
002057 CH Equity,2022-04-26,SELL,中钢天源,-89364,0,0,7.36,6.5772,100000,0,0,Quant,Pattern 95,CN
002517 CH Equity,2022-04-26,BUY,恺英网络,166090,0,0,3.96,6.5772,100000,0,0,Quant,Pattern 95,CN
002524 CH Equity,2022-04-26,SELL,光正眼科,-111101,0,0,5.92,6.5772,100000,0,0,Quant,Pattern 95,CN
002528 CH Equity,2022-04-26,SELL,英飞拓,-210807,0,0,3.12,6.5772,100000,0,0,Quant,Pattern 95,CN
002538 CH Equity,2022-04-26,SELL,司尔特,-93293,0,0,7.05,6.5772,100000,0,0,Quant,Pattern 95,CN
002544 CH Equity,2022-04-26,SELL,杰赛科技,-33815,0,0,19.45,6.5772,100000,0,0,Quant,Pattern 95,CN
002549 CH Equity,2022-04-26,BUY,凯美特气,48901,0,0,13.45,6.5772,100000,0,0,Quant,Pattern 95,CN
002550 CH Equity,2022-04-26,BUY,千红制药,121350,0,0,5.42,6.5772,100000,0,0,Quant,Pattern 95,CN
002555 CH Equity,2022-04-26,SELL,三七互娱网络科技集团股份有限,-33386,0,0,19.7,6.5772,100000,0,0,Quant,Pattern 95,CN
002557 CH Equity,2022-04-26,SELL,洽洽食品,-11641,0,0,56.5,6.5772,100000,0,0,Quant,Pattern 95,CN
002561 CH Equity,2022-04-26,SELL,徐家汇,-84867,0,0,7.75,6.5772,100000,0,0,Quant,Pattern 95,CN
300623 CH Equity,2022-04-26,SELL,捷捷微电,-35323,0,0,18.62,6.5772,100000,0,0,Quant,Pattern 95,CN
300629 CH Equity,2022-04-26,SELL,新劲刚,-33420,0,0,19.68,6.5772,100000,0,0,Quant,Pattern 95,CN
300630 CH Equity,2022-04-26,BUY,普利制药,27359,0,0,24.04,6.5772,100000,0,0,Quant,Pattern 95,CN
300631 CH Equity,2022-04-26,SELL,久吾高科,-28000,0,0,23.49,6.5772,100000,0,0,Quant,Pattern 95,CN
300639 CH Equity,2022-04-26,BUY,凯普生物,21924,0,0,30.0,6.5772,100000,0,0,Quant,Pattern 95,CN
300641 CH Equity,2022-04-26,SELL,正丹股份,-134503,0,0,4.89,6.5772,100000,0,0,Quant,Pattern 95,CN
300662 CH Equity,2022-04-26,SELL,科锐国际,-16156,0,0,40.71,6.5772,100000,0,0,Quant,Pattern 95,CN
300663 CH Equity,2022-04-26,SELL,科蓝软件,-54357,0,0,12.1,6.5772,100000,0,0,Quant,Pattern 95,CN
300681 CH Equity,2022-04-26,SELL,英搏尔,-10357,0,0,63.5,6.5772,100000,0,0,Quant,Pattern 95,CN
300700 CH Equity,2022-04-26,BUY,岱勒新材,40153,0,0,16.38,6.5772,100000,0,0,Quant,Pattern 95,CN
000989 CH Equity,2022-04-26,BUY,九 芝 堂,72515,0,0,9.07,6.5772,100000,0,0,Quant,Pattern 95,CN
000993 CH Equity,2022-04-26,SELL,闽东电力,-49489,0,0,13.29,6.5772,100000,0,0,Quant,Pattern 95,CN
000995 CH Equity,2022-04-26,BUY,ST皇台,43818,0,0,15.01,6.5772,100000,0,0,Quant,Pattern 95,CN
