,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
300262 CH Equity,2022-05-13,BUY,巴安水务,238695,0,0,2.86,6.8267,100000,0,0,Quant,Pattern 95,CN
300285 CH Equity,2022-05-13,SELL,国瓷材料,-20488,0,0,33.32,6.8267,100000,0,0,Quant,Pattern 95,CN
300303 CH Equity,2022-05-13,SELL,聚飞光电,-162154,0,0,4.21,6.8267,100000,0,0,Quant,Pattern 95,CN
300308 CH Equity,2022-05-13,SELL,中际旭创,-21685,0,0,31.48,6.8267,100000,0,0,Quant,Pattern 95,CN
300327 CH Equity,2022-05-13,BUY,中颖电子,11431,0,0,59.72,6.8267,100000,0,0,Quant,Pattern 95,CN
300339 CH Equity,2022-05-13,BUY,润和软件,45330,0,0,15.06,6.8267,100000,0,0,Quant,Pattern 95,CN
300346 CH Equity,2022-05-13,BUY,南大光电,23712,0,0,28.79,6.8267,100000,0,0,Quant,Pattern 95,CN
300347 CH Equity,2022-05-13,BUY,泰格医药,7877,0,0,86.66,6.8267,100000,0,0,Quant,Pattern 95,CN
300353 CH Equity,2022-05-13,SELL,东土科技,-92628,0,0,7.37,6.8267,100000,0,0,Quant,Pattern 95,CN
300366 CH Equity,2022-05-13,SELL,创意信息,-87521,0,0,7.8,6.8267,100000,0,0,Quant,Pattern 95,CN
002635 CH Equity,2022-05-13,BUY,安洁科技,50159,0,0,13.61,6.8267,100000,0,0,Quant,Pattern 95,CN
002636 CH Equity,2022-05-13,BUY,金安国纪,85654,0,0,7.97,6.8267,100000,0,0,Quant,Pattern 95,CN
002648 CH Equity,2022-05-13,BUY,卫星化学股份有限公司,19510,0,0,34.99,6.8267,100000,0,0,Quant,Pattern 95,CN
002663 CH Equity,2022-05-13,BUY,普邦股份,273068,0,0,2.5,6.8267,100000,0,0,Quant,Pattern 95,CN
002675 CH Equity,2022-05-13,BUY,东诚药业,59883,0,0,11.4,6.8267,100000,0,0,Quant,Pattern 95,CN
002677 CH Equity,2022-05-13,BUY,浙江美大,47906,0,0,14.25,6.8267,100000,0,0,Quant,Pattern 95,CN
002681 CH Equity,2022-05-13,BUY,奋达科技,226800,0,0,3.01,6.8267,100000,0,0,Quant,Pattern 95,CN
