,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
600251 CH Equity,2022-05-11,SELL,冠农股份,-70286,0,0,9.6,6.7475,100000,0,0,Quant,Pattern 95,CN
600278 CH Equity,2022-05-11,BUY,东方创业,91553,0,0,7.37,6.7475,100000,0,0,Quant,Pattern 95,CN
600297 CH Equity,2022-05-11,SELL,广汇汽车,-302578,0,0,2.23,6.7475,100000,0,0,Quant,Pattern 95,CN
600309 CH Equity,2022-05-11,BUY,万华化学,8655,0,0,77.96,6.7475,100000,0,0,Quant,Pattern 95,CN
600313 CH Equity,2022-05-11,BUY,农发种业,64200,0,0,10.51,6.7475,100000,0,0,Quant,Pattern 95,CN
600356 CH Equity,2022-05-11,SELL,恒丰纸业,-99227,0,0,6.8,6.7475,100000,0,0,Quant,Pattern 95,CN
600372 CH Equity,2022-05-11,SELL,中航电子,-36453,0,0,18.51,6.7475,100000,0,0,Quant,Pattern 95,CN
600381 CH Equity,2022-05-11,BUY,青海春天,45776,0,0,14.74,6.7475,100000,0,0,Quant,Pattern 95,CN
600399 CH Equity,2022-05-11,SELL,抚顺特钢,-44362,0,0,15.21,6.7475,100000,0,0,Quant,Pattern 95,CN
600422 CH Equity,2022-05-11,BUY,昆药集团,51824,0,0,13.02,6.7475,100000,0,0,Quant,Pattern 95,CN
600056 CH Equity,2022-05-11,SELL,中国医药,-24870,0,0,27.13,6.7475,100000,0,0,Quant,Pattern 95,CN
600081 CH Equity,2022-05-11,SELL,东风科技,-68156,0,0,9.9,6.7475,100000,0,0,Quant,Pattern 95,CN
600085 CH Equity,2022-05-11,BUY,同仁堂,16763,0,0,40.25,6.7475,100000,0,0,Quant,Pattern 95,CN
600101 CH Equity,2022-05-11,BUY,明星电力,72788,0,0,9.27,6.7475,100000,0,0,Quant,Pattern 95,CN
600109 CH Equity,2022-05-11,SELL,国金证券,-82588,0,0,8.17,6.7475,100000,0,0,Quant,Pattern 95,CN
600143 CH Equity,2022-05-11,SELL,金发科技,-78642,0,0,8.58,6.7475,100000,0,0,Quant,Pattern 95,CN
600180 CH Equity,2022-05-11,BUY,瑞茂通,69490,0,0,9.71,6.7475,100000,0,0,Quant,Pattern 95,CN
600230 CH Equity,2022-05-11,SELL,沧州大化,-48059,0,0,14.04,6.7475,100000,0,0,Quant,Pattern 95,CN
600235 CH Equity,2022-05-11,SELL,民丰特纸,-126121,0,0,5.35,6.7475,100000,0,0,Quant,Pattern 95,CN
