,17
000001 CH Equity,-1.0
000008 CH Equity,1.0
000031 CH Equity,1.0
000034 CH Equity,1.0
000040 CH Equity,-1.0
000063 CH Equity,-1.0
000078 CH Equity,-1.0
000151 CH Equity,1.0
000153 CH Equity,-1.0
000157 CH Equity,-1.0
000333 CH Equity,1.0
000402 CH Equity,-1.0
000411 CH Equity,1.0
000426 CH Equity,1.0
000428 CH Equity,1.0
000429 CH Equity,-1.0
000488 CH Equity,1.0
000503 CH Equity,-1.0
000507 CH Equity,1.0
000517 CH Equity,1.0
000521 CH Equity,1.0
000541 CH Equity,1.0
000558 CH Equity,-1.0
000560 CH Equity,-1.0
000591 CH Equity,1.0
000596 CH Equity,1.0
000603 CH Equity,-1.0
000625 CH Equity,-1.0
000630 CH Equity,-1.0
000636 CH Equity,-1.0
000665 CH Equity,-1.0
000679 CH Equity,-1.0
000726 CH Equity,1.0
000729 CH Equity,-1.0
000733 CH Equity,1.0
000750 CH Equity,1.0
000799 CH Equity,-1.0
000800 CH Equity,1.0
000813 CH Equity,1.0
000818 CH Equity,-1.0
000829 CH Equity,-1.0
000839 CH Equity,-1.0
000850 CH Equity,-1.0
000856 CH Equity,-1.0
000877 CH Equity,-1.0
000882 CH Equity,-1.0
000932 CH Equity,1.0
000938 CH Equity,1.0
000951 CH Equity,-1.0
000968 CH Equity,1.0
000993 CH Equity,1.0
000997 CH Equity,-1.0
000998 CH Equity,1.0
001211 CH Equity,-1.0
001215 CH Equity,-1.0
002010 CH Equity,-1.0
002013 CH Equity,1.0
002022 CH Equity,-1.0
002035 CH Equity,-1.0
002043 CH Equity,1.0
002044 CH Equity,1.0
002048 CH Equity,-1.0
002050 CH Equity,-1.0
002054 CH Equity,1.0
002056 CH Equity,1.0
002064 CH Equity,1.0
002074 CH Equity,1.0
002106 CH Equity,-1.0
002127 CH Equity,1.0
002132 CH Equity,1.0
002140 CH Equity,1.0
002150 CH Equity,-1.0
002156 CH Equity,1.0
002158 CH Equity,1.0
002170 CH Equity,-1.0
002176 CH Equity,-1.0
002181 CH Equity,-1.0
002191 CH Equity,-1.0
002203 CH Equity,1.0
