,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
002280 CH Equity,2022-04-28,SELL,联络互动,-204661,0,0,3.22,6.5901,100000,0,0,Quant,Pattern 95,CN
002293 CH Equity,2022-04-28,BUY,罗莱生活,54194,0,0,12.16,6.5901,100000,0,0,Quant,Pattern 95,CN
002304 CH Equity,2022-04-28,SELL,洋河股份,-4723,0,0,139.53,6.5901,100000,0,0,Quant,Pattern 95,CN
002310 CH Equity,2022-04-28,BUY,东方园林,300917,0,0,2.19,6.5901,100000,0,0,Quant,Pattern 95,CN
002312 CH Equity,2022-04-28,BUY,川发龙蟒,65835,0,0,10.01,6.5901,100000,0,0,Quant,Pattern 95,CN
002318 CH Equity,2022-04-28,SELL,久立特材,-44678,0,0,14.75,6.5901,100000,0,0,Quant,Pattern 95,CN
002331 CH Equity,2022-04-28,BUY,皖通科技,109652,0,0,6.01,6.5901,100000,0,0,Quant,Pattern 95,CN
002332 CH Equity,2022-04-28,SELL,仙琚制药,-75143,0,0,8.77,6.5901,100000,0,0,Quant,Pattern 95,CN
002333 CH Equity,2022-04-28,BUY,ST罗普,147100,0,0,4.48,6.5901,100000,0,0,Quant,Pattern 95,CN
002340 CH Equity,2022-04-28,BUY,格林美,100305,0,0,6.57,6.5901,100000,0,0,Quant,Pattern 95,CN
600282 CH Equity,2022-04-28,BUY,南钢股份,189916,0,0,3.4699999999999998,6.5901,100000,0,0,Quant,Pattern 95,CN
600287 CH Equity,2022-04-28,SELL,江苏舜天,-156163,0,0,4.22,6.5901,100000,0,0,Quant,Pattern 95,CN
600298 CH Equity,2022-04-28,SELL,安琪酵母,-17494,0,0,37.67,6.5901,100000,0,0,Quant,Pattern 95,CN
600315 CH Equity,2022-04-28,SELL,上海家化,-21162,0,0,31.14,6.5901,100000,0,0,Quant,Pattern 95,CN
600327 CH Equity,2022-04-28,BUY,大东方,138157,0,0,4.77,6.5901,100000,0,0,Quant,Pattern 95,CN
600336 CH Equity,2022-04-28,SELL,澳柯玛,-106463,0,0,6.19,6.5901,100000,0,0,Quant,Pattern 95,CN
600351 CH Equity,2022-04-28,BUY,亚宝药业,112844,0,0,5.84,6.5901,100000,0,0,Quant,Pattern 95,CN
600352 CH Equity,2022-04-28,BUY,浙江龙盛,65313,0,0,10.09,6.5901,100000,0,0,Quant,Pattern 95,CN
600369 CH Equity,2022-04-28,SELL,西南证券,-177630,0,0,3.71,6.5901,100000,0,0,Quant,Pattern 95,CN
600372 CH Equity,2022-04-28,BUY,中航电子,42904,0,0,15.36,6.5901,100000,0,0,Quant,Pattern 95,CN
600480 CH Equity,2022-04-28,SELL,凌云股份,-90523,0,0,7.28,6.5901,100000,0,0,Quant,Pattern 95,CN
600481 CH Equity,2022-04-28,SELL,双良节能,-66298,0,0,9.94,6.5901,100000,0,0,Quant,Pattern 95,CN
600498 CH Equity,2022-04-28,SELL,烽火通信,-50306,0,0,13.1,6.5901,100000,0,0,Quant,Pattern 95,CN
600507 CH Equity,2022-04-28,SELL,方大特钢,-80761,0,0,8.16,6.5901,100000,0,0,Quant,Pattern 95,CN
600521 CH Equity,2022-04-28,SELL,华海药业,-44861,0,0,14.69,6.5901,100000,0,0,Quant,Pattern 95,CN
