,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
600635 CH Equity,2022-05-15,BUY,大众公用,217945,0,0,3.12,6.7999,100000,0,0,Quant,Pattern 95,CN
600641 CH Equity,2022-05-15,SELL,万业企业,-41361,0,0,16.44,6.7999,100000,0,0,Quant,Pattern 95,CN
600648 CH Equity,2022-05-15,SELL,外高桥,-46320,0,0,14.68,6.7999,100000,0,0,Quant,Pattern 95,CN
600667 CH Equity,2022-05-15,SELL,太极实业,-95236,0,0,7.14,6.7999,100000,0,0,Quant,Pattern 95,CN
600686 CH Equity,2022-05-15,BUY,金龙汽车,125228,0,0,5.43,6.7999,100000,0,0,Quant,Pattern 95,CN
600689 CH Equity,2022-05-15,SELL,上海三毛,-64210,0,0,10.59,6.7999,100000,0,0,Quant,Pattern 95,CN
600690 CH Equity,2022-05-15,SELL,海尔智家,-26438,0,0,25.72,6.7999,100000,0,0,Quant,Pattern 95,CN
600693 CH Equity,2022-05-15,BUY,东百集团,152464,0,0,4.46,6.7999,100000,0,0,Quant,Pattern 95,CN
600694 CH Equity,2022-05-15,SELL,大商股份,-31481,0,0,21.6,6.7999,100000,0,0,Quant,Pattern 95,CN
600703 CH Equity,2022-05-15,SELL,三安光电,-33235,0,0,20.46,6.7999,100000,0,0,Quant,Pattern 95,CN
000002 CH Equity,2022-05-15,SELL,万 科,-36421,0,0,18.67,6.7999,100000,0,0,Quant,Pattern 95,CN
000008 CH Equity,2022-05-15,SELL,神州高铁,-298241,0,0,2.2800000000000002,6.7999,100000,0,0,Quant,Pattern 95,CN
000009 CH Equity,2022-05-15,BUY,中国宝安,62729,0,0,10.84,6.7999,100000,0,0,Quant,Pattern 95,CN
000031 CH Equity,2022-05-15,BUY,大悦城,170423,0,0,3.99,6.7999,100000,0,0,Quant,Pattern 95,CN
000034 CH Equity,2022-05-15,SELL,神州数码,-46447,0,0,14.64,6.7999,100000,0,0,Quant,Pattern 95,CN
000039 CH Equity,2022-05-15,BUY,中集集团,52186,0,0,13.03,6.7999,100000,0,0,Quant,Pattern 95,CN
000040 CH Equity,2022-05-15,BUY,东旭蓝天,235290,0,0,2.89,6.7999,100000,0,0,Quant,Pattern 95,CN
