,18
000002 CH Equity,1.0
000012 CH Equity,1.0
000060 CH Equity,1.0
000063 CH Equity,1.0
000156 CH Equity,1.0
000301 CH Equity,-1.0
000333 CH Equity,-1.0
000338 CH Equity,-1.0
000400 CH Equity,-1.0
000416 CH Equity,-1.0
000422 CH Equity,1.0
000501 CH Equity,1.0
000513 CH Equity,-1.0
000537 CH Equity,1.0
000555 CH Equity,-1.0
000581 CH Equity,1.0
000591 CH Equity,-1.0
000603 CH Equity,1.0
000651 CH Equity,-1.0
000656 CH Equity,-1.0
000657 CH Equity,-1.0
000666 CH Equity,-1.0
000680 CH Equity,1.0
000681 CH Equity,1.0
000683 CH Equity,-1.0
000703 CH Equity,1.0
000713 CH Equity,-1.0
000715 CH Equity,1.0
000723 CH Equity,-1.0
000731 CH Equity,1.0
000756 CH Equity,1.0
000788 CH Equity,-1.0
000796 CH Equity,1.0
000810 CH Equity,-1.0
000813 CH Equity,-1.0
000823 CH Equity,1.0
000825 CH Equity,-1.0
000839 CH Equity,-1.0
000858 CH Equity,-1.0
000877 CH Equity,-1.0
000882 CH Equity,-1.0
000887 CH Equity,-1.0
000901 CH Equity,-1.0
000915 CH Equity,1.0
000925 CH Equity,1.0
000937 CH Equity,-1.0
000938 CH Equity,-1.0
000961 CH Equity,-1.0
000965 CH Equity,1.0
000968 CH Equity,1.0
000977 CH Equity,-1.0
000982 CH Equity,1.0
000983 CH Equity,-1.0
000989 CH Equity,-1.0
000995 CH Equity,-1.0
001206 CH Equity,1.0
002001 CH Equity,-1.0
002019 CH Equity,-1.0
002024 CH Equity,1.0
002030 CH Equity,1.0
002032 CH Equity,1.0
002033 CH Equity,-1.0
002039 CH Equity,-1.0
002049 CH Equity,1.0
002051 CH Equity,-1.0
002064 CH Equity,-1.0
002073 CH Equity,1.0
002078 CH Equity,-1.0
002097 CH Equity,-1.0
002108 CH Equity,1.0
002124 CH Equity,-1.0
002127 CH Equity,-1.0
002129 CH Equity,1.0
002136 CH Equity,1.0
002146 CH Equity,1.0
002183 CH Equity,-1.0
002187 CH Equity,1.0
002191 CH Equity,-1.0
002192 CH Equity,1.0
002202 CH Equity,1.0
002204 CH Equity,1.0
002214 CH Equity,-1.0
002216 CH Equity,-1.0
002236 CH Equity,-1.0
002244 CH Equity,-1.0
002262 CH Equity,-1.0
002269 CH Equity,-1.0
002271 CH Equity,1.0
002280 CH Equity,1.0
002281 CH Equity,-1.0
002284 CH Equity,-1.0
002285 CH Equity,-1.0
002304 CH Equity,1.0
002305 CH Equity,-1.0
002317 CH Equity,1.0
002318 CH Equity,1.0
002327 CH Equity,-1.0
002332 CH Equity,1.0
002364 CH Equity,1.0
002367 CH Equity,1.0
002368 CH Equity,-1.0
002378 CH Equity,1.0
002389 CH Equity,-1.0
002409 CH Equity,-1.0
002422 CH Equity,-1.0
002458 CH Equity,1.0
002468 CH Equity,-1.0
002489 CH Equity,1.0
002500 CH Equity,1.0
002507 CH Equity,1.0
002517 CH Equity,-1.0
002540 CH Equity,1.0
002544 CH Equity,1.0
002549 CH Equity,-1.0
002550 CH Equity,-1.0
002556 CH Equity,-1.0
002561 CH Equity,1.0
002562 CH Equity,-1.0
002594 CH Equity,1.0
002602 CH Equity,-1.0
002603 CH Equity,-1.0
002608 CH Equity,1.0
002624 CH Equity,1.0
002646 CH Equity,1.0
002657 CH Equity,-1.0
002661 CH Equity,-1.0
002670 CH Equity,1.0
002695 CH Equity,1.0
002698 CH Equity,-1.0
002701 CH Equity,1.0
002722 CH Equity,-1.0
002746 CH Equity,-1.0
002768 CH Equity,1.0
002807 CH Equity,1.0
002810 CH Equity,1.0
002816 CH Equity,1.0
002831 CH Equity,-1.0
002837 CH Equity,-1.0
002852 CH Equity,-1.0
002864 CH Equity,1.0
002886 CH Equity,1.0
002895 CH Equity,-1.0
002916 CH Equity,-1.0
002932 CH Equity,-1.0
002949 CH Equity,-1.0
002984 CH Equity,-1.0
002987 CH Equity,-1.0
003010 CH Equity,-1.0
003019 CH Equity,-1.0
300012 CH Equity,1.0
300013 CH Equity,1.0
300015 CH Equity,1.0
300022 CH Equity,-1.0
300030 CH Equity,-1.0
300031 CH Equity,1.0
300045 CH Equity,1.0
300059 CH Equity,1.0
300062 CH Equity,-1.0
300076 CH Equity,-1.0
300130 CH Equity,1.0
300170 CH Equity,-1.0
300172 CH Equity,-1.0
300188 CH Equity,-1.0
300217 CH Equity,1.0
300218 CH Equity,-1.0
300233 CH Equity,1.0
300241 CH Equity,-1.0
300250 CH Equity,1.0
300259 CH Equity,-1.0
300260 CH Equity,1.0
300267 CH Equity,-1.0
300285 CH Equity,1.0
300308 CH Equity,-1.0
300344 CH Equity,-1.0
300346 CH Equity,1.0
300347 CH Equity,-1.0
300355 CH Equity,-1.0
300363 CH Equity,-1.0
300373 CH Equity,1.0
300378 CH Equity,-1.0
300393 CH Equity,1.0
300398 CH Equity,-1.0
300409 CH Equity,1.0
300413 CH Equity,-1.0
300415 CH Equity,-1.0
300425 CH Equity,1.0
300428 CH Equity,-1.0
300453 CH Equity,-1.0
300460 CH Equity,-1.0
300477 CH Equity,-1.0
300482 CH Equity,-1.0
300488 CH Equity,1.0
300502 CH Equity,-1.0
300504 CH Equity,-1.0
300509 CH Equity,1.0
300521 CH Equity,1.0
300523 CH Equity,-1.0
300538 CH Equity,1.0
300566 CH Equity,-1.0
300575 CH Equity,1.0
300596 CH Equity,-1.0
300625 CH Equity,1.0
300630 CH Equity,-1.0
300632 CH Equity,1.0
300639 CH Equity,-1.0
300644 CH Equity,1.0
300648 CH Equity,1.0
300667 CH Equity,1.0
300676 CH Equity,1.0
300700 CH Equity,-1.0
300720 CH Equity,1.0
300722 CH Equity,-1.0
300723 CH Equity,-1.0
300737 CH Equity,-1.0
300743 CH Equity,1.0
300746 CH Equity,1.0
300751 CH Equity,-1.0
300755 CH Equity,-1.0
300759 CH Equity,-1.0
300760 CH Equity,1.0
300762 CH Equity,-1.0
300768 CH Equity,1.0
300774 CH Equity,-1.0
300775 CH Equity,-1.0
300781 CH Equity,1.0
300783 CH Equity,-1.0
300789 CH Equity,-1.0
300806 CH Equity,-1.0
300820 CH Equity,1.0
300837 CH Equity,-1.0
300839 CH Equity,1.0
300840 CH Equity,1.0
300866 CH Equity,1.0
300876 CH Equity,-1.0
300888 CH Equity,-1.0
300894 CH Equity,1.0
300895 CH Equity,-1.0
300898 CH Equity,-1.0
300911 CH Equity,1.0
300913 CH Equity,-1.0
300917 CH Equity,1.0
300921 CH Equity,1.0
300925 CH Equity,1.0
300931 CH Equity,-1.0
300935 CH Equity,-1.0
300975 CH Equity,-1.0
300981 CH Equity,1.0
300983 CH Equity,-1.0
300993 CH Equity,-1.0
301015 CH Equity,1.0
301018 CH Equity,-1.0
301024 CH Equity,1.0
301026 CH Equity,-1.0
301029 CH Equity,1.0
301030 CH Equity,-1.0
301031 CH Equity,-1.0
301038 CH Equity,1.0
301042 CH Equity,1.0
301055 CH Equity,1.0
301071 CH Equity,-1.0
301073 CH Equity,1.0
301080 CH Equity,-1.0
301083 CH Equity,1.0
301085 CH Equity,-1.0
301087 CH Equity,-1.0
301117 CH Equity,-1.0
301123 CH Equity,-1.0
301167 CH Equity,-1.0
301168 CH Equity,1.0
301198 CH Equity,1.0
301200 CH Equity,-1.0
301236 CH Equity,1.0
600000 CH Equity,1.0
600006 CH Equity,-1.0
600011 CH Equity,1.0
600012 CH Equity,1.0
600015 CH Equity,-1.0
600019 CH Equity,-1.0
600025 CH Equity,-1.0
600026 CH Equity,1.0
600029 CH Equity,-1.0
600030 CH Equity,-1.0
600048 CH Equity,-1.0
600050 CH Equity,1.0
600062 CH Equity,-1.0
600063 CH Equity,-1.0
600104 CH Equity,1.0
600105 CH Equity,1.0
600137 CH Equity,-1.0
600141 CH Equity,-1.0
600157 CH Equity,1.0
600158 CH Equity,1.0
600162 CH Equity,1.0
600172 CH Equity,-1.0
600177 CH Equity,1.0
600216 CH Equity,-1.0
600238 CH Equity,1.0
600256 CH Equity,1.0
600276 CH Equity,1.0
600287 CH Equity,1.0
600288 CH Equity,-1.0
600293 CH Equity,-1.0
600298 CH Equity,1.0
600307 CH Equity,-1.0
600315 CH Equity,1.0
600362 CH Equity,-1.0
600369 CH Equity,1.0
600377 CH Equity,-1.0
600381 CH Equity,1.0
600383 CH Equity,1.0
600397 CH Equity,1.0
600398 CH Equity,1.0
600426 CH Equity,1.0
600446 CH Equity,1.0
600460 CH Equity,-1.0
600467 CH Equity,1.0
600477 CH Equity,-1.0
600480 CH Equity,1.0
600481 CH Equity,1.0
600498 CH Equity,1.0
600507 CH Equity,1.0
600508 CH Equity,-1.0
600519 CH Equity,-1.0
600521 CH Equity,1.0
600546 CH Equity,-1.0
600548 CH Equity,-1.0
600550 CH Equity,-1.0
600566 CH Equity,-1.0
600592 CH Equity,-1.0
600598 CH Equity,-1.0
600648 CH Equity,1.0
600655 CH Equity,1.0
600665 CH Equity,-1.0
600676 CH Equity,-1.0
600688 CH Equity,1.0
600690 CH Equity,1.0
600693 CH Equity,-1.0
600696 CH Equity,1.0
600697 CH Equity,1.0
600699 CH Equity,1.0
600702 CH Equity,-1.0
600703 CH Equity,1.0
600707 CH Equity,-1.0
600711 CH Equity,1.0
600750 CH Equity,-1.0
600755 CH Equity,1.0
600763 CH Equity,-1.0
600779 CH Equity,-1.0
600795 CH Equity,1.0
600808 CH Equity,-1.0
600826 CH Equity,1.0
600845 CH Equity,-1.0
600848 CH Equity,-1.0
600859 CH Equity,1.0
600873 CH Equity,-1.0
600885 CH Equity,-1.0
600892 CH Equity,-1.0
600900 CH Equity,-1.0
600906 CH Equity,-1.0
600941 CH Equity,1.0
600971 CH Equity,1.0
600987 CH Equity,-1.0
600998 CH Equity,1.0
601001 CH Equity,-1.0
601003 CH Equity,-1.0
601011 CH Equity,1.0
601100 CH Equity,1.0
601108 CH Equity,1.0
601116 CH Equity,-1.0
601128 CH Equity,-1.0
601166 CH Equity,1.0
601168 CH Equity,-1.0
601198 CH Equity,1.0
601288 CH Equity,-1.0
601298 CH Equity,1.0
601318 CH Equity,-1.0
601336 CH Equity,1.0
601368 CH Equity,1.0
601398 CH Equity,-1.0
601598 CH Equity,1.0
601601 CH Equity,-1.0
601633 CH Equity,1.0
601636 CH Equity,-1.0
601658 CH Equity,1.0
601666 CH Equity,-1.0
601669 CH Equity,1.0
601696 CH Equity,1.0
601699 CH Equity,-1.0
601728 CH Equity,1.0
601788 CH Equity,1.0
601798 CH Equity,-1.0
601800 CH Equity,1.0
601816 CH Equity,-1.0
601818 CH Equity,1.0
601890 CH Equity,1.0
601898 CH Equity,1.0
601899 CH Equity,1.0
601908 CH Equity,-1.0
601916 CH Equity,1.0
601919 CH Equity,-1.0
601966 CH Equity,1.0
601990 CH Equity,1.0
601998 CH Equity,1.0
603008 CH Equity,1.0
603042 CH Equity,-1.0
603081 CH Equity,1.0
603086 CH Equity,1.0
603088 CH Equity,1.0
603089 CH Equity,1.0
603136 CH Equity,1.0
603197 CH Equity,-1.0
603198 CH Equity,1.0
603259 CH Equity,1.0
603260 CH Equity,1.0
603288 CH Equity,1.0
603318 CH Equity,1.0
603332 CH Equity,1.0
603345 CH Equity,-1.0
603357 CH Equity,-1.0
603363 CH Equity,-1.0
603392 CH Equity,-1.0
603416 CH Equity,-1.0
603429 CH Equity,1.0
603444 CH Equity,1.0
603477 CH Equity,-1.0
603486 CH Equity,1.0
603515 CH Equity,-1.0
603520 CH Equity,1.0
603538 CH Equity,1.0
603558 CH Equity,1.0
603565 CH Equity,1.0
603568 CH Equity,-1.0
603579 CH Equity,-1.0
603589 CH Equity,1.0
603598 CH Equity,1.0
603606 CH Equity,-1.0
603679 CH Equity,-1.0
