,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
600795 CH Equity,2022-05-12,SELL,国电电力,-218083,0,0,3.1,6.7606,100000,0,0,Quant,Pattern 95,CN
600808 CH Equity,2022-05-12,BUY,马钢股份,174692,0,0,3.87,6.7606,100000,0,0,Quant,Pattern 95,CN
600825 CH Equity,2022-05-12,SELL,新华传媒,-185730,0,0,3.64,6.7606,100000,0,0,Quant,Pattern 95,CN
600846 CH Equity,2022-05-12,BUY,同济科技,89782,0,0,7.53,6.7606,100000,0,0,Quant,Pattern 95,CN
600848 CH Equity,2022-05-12,BUY,上海临港,51884,0,0,13.03,6.7606,100000,0,0,Quant,Pattern 95,CN
600862 CH Equity,2022-05-12,SELL,中航高科,-29522,0,0,22.9,6.7606,100000,0,0,Quant,Pattern 95,CN
600880 CH Equity,2022-05-12,SELL,博瑞传播,-130262,0,0,5.19,6.7606,100000,0,0,Quant,Pattern 95,CN
600893 CH Equity,2022-05-12,BUY,航发动力,17348,0,0,38.97,6.7606,100000,0,0,Quant,Pattern 95,CN
600900 CH Equity,2022-05-12,BUY,长江电力,29980,0,0,22.55,6.7606,100000,0,0,Quant,Pattern 95,CN
600941 CH Equity,2022-05-12,SELL,中国移动,-10818,0,0,62.49,6.7606,100000,0,0,Quant,Pattern 95,CN
002276 CH Equity,2022-05-12,SELL,万马股份,-102123,0,0,6.62,6.7606,100000,0,0,Quant,Pattern 95,CN
002292 CH Equity,2022-05-12,BUY,奥飞娱乐,180282,0,0,3.75,6.7606,100000,0,0,Quant,Pattern 95,CN
002293 CH Equity,2022-05-12,BUY,罗莱生活,56244,0,0,12.02,6.7606,100000,0,0,Quant,Pattern 95,CN
002304 CH Equity,2022-05-12,BUY,洋河股份,4291,0,0,157.53,6.7606,100000,0,0,Quant,Pattern 95,CN
002307 CH Equity,2022-05-12,BUY,北新路桥,112302,0,0,6.02,6.7606,100000,0,0,Quant,Pattern 95,CN
