,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
002562 CH Equity,2022-04-26,BUY,兄弟科技,135969,0,0,4.84,6.5809,100000,0,0,Quant,Pattern 95,CN
002566 CH Equity,2022-04-26,SELL,益盛药业,-90396,0,0,7.28,6.5809,100000,0,0,Quant,Pattern 95,CN
002579 CH Equity,2022-04-26,BUY,中京电子,112879,0,0,5.83,6.5809,100000,0,0,Quant,Pattern 95,CN
002584 CH Equity,2022-04-26,SELL,西陇科学,-95791,0,0,6.87,6.5809,100000,0,0,Quant,Pattern 95,CN
002585 CH Equity,2022-04-26,SELL,双星新材,-52229,0,0,12.6,6.5809,100000,0,0,Quant,Pattern 95,CN
002587 CH Equity,2022-04-26,SELL,奥拓电子,-165349,0,0,3.98,6.5809,100000,0,0,Quant,Pattern 95,CN
002597 CH Equity,2022-04-26,BUY,金禾实业,18695,0,0,35.2,6.5809,100000,0,0,Quant,Pattern 95,CN
002601 CH Equity,2022-04-26,SELL,龙佰集团,-38529,0,0,17.08,6.5809,100000,0,0,Quant,Pattern 95,CN
002602 CH Equity,2022-04-26,BUY,世纪华通,137102,0,0,4.8,6.5809,100000,0,0,Quant,Pattern 95,CN
002603 CH Equity,2022-04-26,BUY,以岭药业,24564,0,0,26.79,6.5809,100000,0,0,Quant,Pattern 95,CN
002920 CH Equity,2022-04-26,SELL,德赛西威,-6287,0,0,104.66,6.5809,100000,0,0,Quant,Pattern 95,CN
002925 CH Equity,2022-04-26,SELL,盈趣科技,-31027,0,0,21.21,6.5809,100000,0,0,Quant,Pattern 95,CN
002927 CH Equity,2022-04-26,SELL,泰永长征,-72158,0,0,9.12,6.5809,100000,0,0,Quant,Pattern 95,CN
002932 CH Equity,2022-04-26,BUY,明德生物,5513,0,0,119.36,6.5809,100000,0,0,Quant,Pattern 95,CN
002949 CH Equity,2022-04-26,BUY,华阳国际,55394,0,0,11.88,6.5809,100000,0,0,Quant,Pattern 95,CN
002967 CH Equity,2022-04-26,SELL,广电计量,-45291,0,0,14.53,6.5809,100000,0,0,Quant,Pattern 95,CN
002979 CH Equity,2022-04-26,SELL,雷赛智能,-44859,0,0,14.67,6.5809,100000,0,0,Quant,Pattern 95,CN
002984 CH Equity,2022-04-26,BUY,森麒麟,26568,0,0,24.77,6.5809,100000,0,0,Quant,Pattern 95,CN
002987 CH Equity,2022-04-26,BUY,京北方,29029,0,0,22.67,6.5809,100000,0,0,Quant,Pattern 95,CN
