,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
000032 CH Equity,2022-04-24,BUY,深桑达,433634,0,0,15.05,6.5262,1000000,0,0,Quant,Pattern 95,CN
000090 CH Equity,2022-04-24,BUY,天健集团,1034263,0,0,6.31,6.5262,1000000,0,0,Quant,Pattern 95,CN
000415 CH Equity,2022-04-24,BUY,渤海租赁,3035441,0,0,2.15,6.5262,1000000,0,0,Quant,Pattern 95,CN
000426 CH Equity,2022-04-24,BUY,兴业矿业,933648,0,0,6.99,6.5262,1000000,0,0,Quant,Pattern 95,CN
000513 CH Equity,2022-04-24,BUY,丽珠集团,187588,0,0,34.79,6.5262,1000000,0,0,Quant,Pattern 95,CN
000537 CH Equity,2022-04-24,BUY,广宇发展,539355,0,0,12.1,6.5262,1000000,0,0,Quant,Pattern 95,CN
000568 CH Equity,2022-04-24,BUY,泸州老窖,32404,0,0,201.4,6.5262,1000000,0,0,Quant,Pattern 95,CN
000598 CH Equity,2022-04-24,BUY,兴蓉环境,1376835,0,0,4.74,6.5262,1000000,0,0,Quant,Pattern 95,CN
000625 CH Equity,2022-04-24,BUY,长安汽车,631771,0,0,10.33,6.5262,1000000,0,0,Quant,Pattern 95,CN
000661 CH Equity,2022-04-24,BUY,长春高新技术产业(集团)股份有,44338,0,0,147.19,6.5262,1000000,0,0,Quant,Pattern 95,CN
300940 CH Equity,2022-04-24,BUY,南极光,144480,0,0,45.17,6.5262,1000000,0,0,Quant,Pattern 95,CN
300945 CH Equity,2022-04-24,BUY,曼卡龙,395767,0,0,16.49,6.5262,1000000,0,0,Quant,Pattern 95,CN
300958 CH Equity,2022-04-24,BUY,建工修复,327785,0,0,19.91,6.5262,1000000,0,0,Quant,Pattern 95,CN
300978 CH Equity,2022-04-24,BUY,东箭科技,543850,0,0,12.0,6.5262,1000000,0,0,Quant,Pattern 95,CN
301057 CH Equity,2022-04-24,BUY,汇隆新材,292000,0,0,22.35,6.5262,1000000,0,0,Quant,Pattern 95,CN
301066 CH Equity,2022-04-24,BUY,万事利,279494,0,0,23.35,6.5262,1000000,0,0,Quant,Pattern 95,CN
301069 CH Equity,2022-04-24,BUY,凯盛新材,179834,0,0,36.29,6.5262,1000000,0,0,Quant,Pattern 95,CN
301169 CH Equity,2022-04-24,BUY,零点有数,169599,0,0,38.48,6.5262,1000000,0,0,Quant,Pattern 95,CN
301185 CH Equity,2022-04-24,BUY,山东山大鸥玛软件股份有限公司,354684,0,0,18.4,6.5262,1000000,0,0,Quant,Pattern 95,CN
301217 CH Equity,2022-04-24,BUY,铜冠铜箔,462195,0,0,14.12,6.5262,1000000,0,0,Quant,Pattern 95,CN
300580 CH Equity,2022-04-24,BUY,贝斯特,418883,0,0,15.58,6.5262,1000000,0,0,Quant,Pattern 95,CN
300595 CH Equity,2022-04-24,BUY,欧普康视,193943,0,0,33.65,6.5262,1000000,0,0,Quant,Pattern 95,CN
300617 CH Equity,2022-04-24,BUY,安靠智电,178555,0,0,36.55,6.5262,1000000,0,0,Quant,Pattern 95,CN
300623 CH Equity,2022-04-24,BUY,捷捷微电,313759,0,0,20.8,6.5262,1000000,0,0,Quant,Pattern 95,CN
300629 CH Equity,2022-04-24,BUY,新劲刚,295838,0,0,22.06,6.5262,1000000,0,0,Quant,Pattern 95,CN
300631 CH Equity,2022-04-24,BUY,久吾高科,251297,0,0,25.97,6.5262,1000000,0,0,Quant,Pattern 95,CN
300641 CH Equity,2022-04-24,BUY,正丹股份,1197467,0,0,5.45,6.5262,1000000,0,0,Quant,Pattern 95,CN
300662 CH Equity,2022-04-24,BUY,科锐国际,147318,0,0,44.3,6.5262,1000000,0,0,Quant,Pattern 95,CN
300663 CH Equity,2022-04-24,BUY,科蓝软件,474632,0,0,13.75,6.5262,1000000,0,0,Quant,Pattern 95,CN
300681 CH Equity,2022-04-24,BUY,英搏尔,94363,0,0,69.16,6.5262,1000000,0,0,Quant,Pattern 95,CN
600125 CH Equity,2022-04-24,BUY,铁龙物流,1313118,0,0,4.97,6.5262,1000000,0,0,Quant,Pattern 95,CN
600128 CH Equity,2022-04-24,BUY,弘业股份,862113,0,0,7.57,6.5262,1000000,0,0,Quant,Pattern 95,CN
600137 CH Equity,2022-04-24,BUY,浪莎股份,374638,0,0,17.42,6.5262,1000000,0,0,Quant,Pattern 95,CN
600150 CH Equity,2022-04-24,BUY,中国船舶,387771,0,0,16.83,6.5262,1000000,0,0,Quant,Pattern 95,CN
600163 CH Equity,2022-04-24,BUY,中闽能源,831363,0,0,7.85,6.5262,1000000,0,0,Quant,Pattern 95,CN
600173 CH Equity,2022-04-24,BUY,卧龙地产,1169569,0,0,5.58,6.5262,1000000,0,0,Quant,Pattern 95,CN
600177 CH Equity,2022-04-24,BUY,雅戈尔,954122,0,0,6.84,6.5262,1000000,0,0,Quant,Pattern 95,CN
600207 CH Equity,2022-04-24,BUY,安彩高科,1129100,0,0,5.78,6.5262,1000000,0,0,Quant,Pattern 95,CN
600210 CH Equity,2022-04-24,BUY,紫江企业,1315766,0,0,4.96,6.5262,1000000,0,0,Quant,Pattern 95,CN
600230 CH Equity,2022-04-24,BUY,沧州大化,441855,0,0,14.77,6.5262,1000000,0,0,Quant,Pattern 95,CN
002896 CH Equity,2022-04-24,BUY,宁波中大力德智能传动股份有限,370385,0,0,17.62,6.5262,1000000,0,0,Quant,Pattern 95,CN
002920 CH Equity,2022-04-24,BUY,德赛西威,58731,0,0,111.12,6.5262,1000000,0,0,Quant,Pattern 95,CN
002925 CH Equity,2022-04-24,BUY,盈趣科技,297592,0,0,21.93,6.5262,1000000,0,0,Quant,Pattern 95,CN
002927 CH Equity,2022-04-24,BUY,泰永长征,657883,0,0,9.92,6.5262,1000000,0,0,Quant,Pattern 95,CN
002967 CH Equity,2022-04-24,BUY,广电计量,404349,0,0,16.14,6.5262,1000000,0,0,Quant,Pattern 95,CN
002979 CH Equity,2022-04-24,BUY,雷赛智能,401612,0,0,16.25,6.5262,1000000,0,0,Quant,Pattern 95,CN
002993 CH Equity,2022-04-24,BUY,奥海科技,221077,0,0,29.52,6.5262,1000000,0,0,Quant,Pattern 95,CN
003001 CH Equity,2022-04-24,BUY,中岩大地,374638,0,0,17.42,6.5262,1000000,0,0,Quant,Pattern 95,CN
003005 CH Equity,2022-04-24,BUY,竞业达,257748,0,0,25.32,6.5262,1000000,0,0,Quant,Pattern 95,CN
003019 CH Equity,2022-04-24,BUY,宸展光电,301301,0,0,21.66,6.5262,1000000,0,0,Quant,Pattern 95,CN
600444 CH Equity,2022-04-24,BUY,国机通用,534934,0,0,12.2,6.5262,1000000,0,0,Quant,Pattern 95,CN
600448 CH Equity,2022-04-24,BUY,华纺股份,1576376,0,0,4.14,6.5262,1000000,0,0,Quant,Pattern 95,CN
600452 CH Equity,2022-04-24,BUY,涪陵电力,522932,0,0,12.48,6.5262,1000000,0,0,Quant,Pattern 95,CN
600461 CH Equity,2022-04-24,BUY,洪城环境,839922,0,0,7.77,6.5262,1000000,0,0,Quant,Pattern 95,CN
600475 CH Equity,2022-04-24,BUY,华光环能,628728,0,0,10.38,6.5262,1000000,0,0,Quant,Pattern 95,CN
600498 CH Equity,2022-04-24,BUY,烽火通信,458622,0,0,14.23,6.5262,1000000,0,0,Quant,Pattern 95,CN
600550 CH Equity,2022-04-24,BUY,保变电气,1450266,0,0,4.5,6.5262,1000000,0,0,Quant,Pattern 95,CN
