,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
300339 CH Equity,2022-05-19,SELL,润和软件,-13457,0,0,15.02,6.7378,30000,0,0,Quant,Pattern 95,CN
300347 CH Equity,2022-05-19,SELL,泰格医药,-2369,0,0,85.31,6.7378,30000,0,0,Quant,Pattern 95,CN
300373 CH Equity,2022-05-19,BUY,扬杰科技,2701,0,0,74.82,6.7378,30000,0,0,Quant,Pattern 95,CN
300378 CH Equity,2022-05-19,SELL,鼎捷软件,-14027,0,0,14.41,6.7378,30000,0,0,Quant,Pattern 95,CN
300382 CH Equity,2022-05-19,SELL,斯莱克,-15255,0,0,13.25,6.7378,30000,0,0,Quant,Pattern 95,CN
300386 CH Equity,2022-05-19,BUY,飞天诚信,19492,0,0,10.37,6.7378,30000,0,0,Quant,Pattern 95,CN
300390 CH Equity,2022-05-19,BUY,天华超净,3313,0,0,61.01,6.7378,30000,0,0,Quant,Pattern 95,CN
300409 CH Equity,2022-05-19,BUY,道氏技术,10538,0,0,19.18,6.7378,30000,0,0,Quant,Pattern 95,CN
300410 CH Equity,2022-05-19,BUY,正业科技,26772,0,0,7.55,6.7378,30000,0,0,Quant,Pattern 95,CN
300425 CH Equity,2022-05-19,SELL,中建环能,-45018,0,0,4.49,6.7378,30000,0,0,Quant,Pattern 95,CN
002539 CH Equity,2022-05-19,BUY,云图控股,13998,0,0,14.44,6.7378,30000,0,0,Quant,Pattern 95,CN
002543 CH Equity,2022-05-19,SELL,万和电气,-29901,0,0,6.76,6.7378,30000,0,0,Quant,Pattern 95,CN
002544 CH Equity,2022-05-19,SELL,中电科普天科技股份有限公司,-8510,0,0,23.75,6.7378,30000,0,0,Quant,Pattern 95,CN
002555 CH Equity,2022-05-19,BUY,三七互娱网络科技集团股份有限,9458,0,0,21.37,6.7378,30000,0,0,Quant,Pattern 95,CN
002561 CH Equity,2022-05-19,BUY,徐家汇,12672,0,0,15.95,6.7378,30000,0,0,Quant,Pattern 95,CN
002568 CH Equity,2022-05-19,SELL,百润股份,-6638,0,0,30.45,6.7378,30000,0,0,Quant,Pattern 95,CN
002587 CH Equity,2022-05-19,SELL,奥拓电子,-50157,0,0,4.03,6.7378,30000,0,0,Quant,Pattern 95,CN
002600 CH Equity,2022-05-19,BUY,领益智造,41420,0,0,4.88,6.7378,30000,0,0,Quant,Pattern 95,CN
002607 CH Equity,2022-05-19,SELL,中公教育,-41251,0,0,4.9,6.7378,30000,0,0,Quant,Pattern 95,CN
002608 CH Equity,2022-05-19,SELL,江苏国信,-34790,0,0,5.8100000000000005,6.7378,30000,0,0,Quant,Pattern 95,CN
300625 CH Equity,2022-05-19,BUY,三雄极光,16986,0,0,11.9,6.7378,30000,0,0,Quant,Pattern 95,CN
300630 CH Equity,2022-05-19,BUY,普利制药,7556,0,0,26.75,6.7378,30000,0,0,Quant,Pattern 95,CN
300632 CH Equity,2022-05-19,SELL,光莆股份,-19875,0,0,10.17,6.7378,30000,0,0,Quant,Pattern 95,CN
300636 CH Equity,2022-05-19,BUY,同和药业,6545,0,0,30.88,6.7378,30000,0,0,Quant,Pattern 95,CN
300648 CH Equity,2022-05-19,SELL,星云股份,-6882,0,0,29.37,6.7378,30000,0,0,Quant,Pattern 95,CN
300656 CH Equity,2022-05-19,SELL,民德电子,-5773,0,0,35.01,6.7378,30000,0,0,Quant,Pattern 95,CN
300657 CH Equity,2022-05-19,BUY,弘信电子,22865,0,0,8.84,6.7378,30000,0,0,Quant,Pattern 95,CN
300662 CH Equity,2022-05-19,SELL,科锐国际,-4303,0,0,46.97,6.7378,30000,0,0,Quant,Pattern 95,CN
300677 CH Equity,2022-05-19,SELL,英科医疗科技股份有限公司,-7165,0,0,28.21,6.7378,30000,0,0,Quant,Pattern 95,CN
300679 CH Equity,2022-05-19,BUY,电连技术,6340,0,0,31.88,6.7378,30000,0,0,Quant,Pattern 95,CN
002683 CH Equity,2022-05-19,SELL,广东宏大控股集团股份有限公司,-9625,0,0,21.0,6.7378,30000,0,0,Quant,Pattern 95,CN
002690 CH Equity,2022-05-19,BUY,美亚光电,11173,0,0,18.09,6.7378,30000,0,0,Quant,Pattern 95,CN
002701 CH Equity,2022-05-19,BUY,奥瑞金,40752,0,0,4.96,6.7378,30000,0,0,Quant,Pattern 95,CN
002718 CH Equity,2022-05-19,SELL,友邦吊顶,-13901,0,0,14.54,6.7378,30000,0,0,Quant,Pattern 95,CN
002721 CH Equity,2022-05-19,BUY,金一文化,58931,0,0,3.43,6.7378,30000,0,0,Quant,Pattern 95,CN
002737 CH Equity,2022-05-19,BUY,葵花药业,12340,0,0,16.38,6.7378,30000,0,0,Quant,Pattern 95,CN
