,18
300083 CH Equity,1.0
300086 CH Equity,1.0
300088 CH Equity,-1.0
300102 CH Equity,1.0
300117 CH Equity,-1.0
300118 CH Equity,1.0
300119 CH Equity,1.0
300122 CH Equity,-1.0
300142 CH Equity,1.0
300164 CH Equity,-1.0
300192 CH Equity,-1.0
300215 CH Equity,1.0
300224 CH Equity,1.0
300225 CH Equity,1.0
300228 CH Equity,1.0
300245 CH Equity,1.0
300257 CH Equity,1.0
300261 CH Equity,-1.0
300273 CH Equity,-1.0
300281 CH Equity,1.0
300292 CH Equity,-1.0
300313 CH Equity,1.0
300316 CH Equity,-1.0
300318 CH Equity,-1.0
300327 CH Equity,-1.0
300346 CH Equity,1.0
300347 CH Equity,1.0
300373 CH Equity,-1.0
300376 CH Equity,-1.0
300379 CH Equity,-1.0
300386 CH Equity,-1.0
300393 CH Equity,-1.0
300409 CH Equity,1.0
300410 CH Equity,1.0
300429 CH Equity,1.0
300443 CH Equity,1.0
300456 CH Equity,1.0
300457 CH Equity,1.0
300459 CH Equity,1.0
300465 CH Equity,-1.0
300474 CH Equity,1.0
300479 CH Equity,-1.0
300482 CH Equity,1.0
300486 CH Equity,-1.0
300496 CH Equity,1.0
300498 CH Equity,1.0
300540 CH Equity,1.0
300541 CH Equity,-1.0
300542 CH Equity,-1.0
300550 CH Equity,1.0
300564 CH Equity,1.0
300565 CH Equity,-1.0
300567 CH Equity,1.0
300568 CH Equity,1.0
300573 CH Equity,-1.0
300587 CH Equity,-1.0
300589 CH Equity,-1.0
300592 CH Equity,1.0
300598 CH Equity,-1.0
300603 CH Equity,-1.0
300608 CH Equity,-1.0
300609 CH Equity,1.0
300613 CH Equity,1.0
300625 CH Equity,1.0
300630 CH Equity,1.0
300638 CH Equity,1.0
300657 CH Equity,1.0
300661 CH Equity,1.0
300662 CH Equity,-1.0
300663 CH Equity,-1.0
300676 CH Equity,1.0
300677 CH Equity,1.0
300682 CH Equity,-1.0
300687 CH Equity,-1.0
300708 CH Equity,1.0
300732 CH Equity,1.0
300747 CH Equity,1.0
300749 CH Equity,-1.0
300750 CH Equity,1.0
300760 CH Equity,1.0
300765 CH Equity,1.0
300769 CH Equity,1.0
300772 CH Equity,1.0
300776 CH Equity,1.0
300778 CH Equity,1.0
300791 CH Equity,-1.0
300808 CH Equity,1.0
300811 CH Equity,1.0
300832 CH Equity,1.0
300846 CH Equity,-1.0
300853 CH Equity,-1.0
300867 CH Equity,1.0
300870 CH Equity,1.0
300871 CH Equity,-1.0
300872 CH Equity,1.0
300873 CH Equity,-1.0
300875 CH Equity,1.0
300888 CH Equity,1.0
300890 CH Equity,1.0
300891 CH Equity,1.0
300902 CH Equity,1.0
300916 CH Equity,1.0
300917 CH Equity,1.0
300936 CH Equity,1.0
300942 CH Equity,1.0
300953 CH Equity,1.0
300958 CH Equity,1.0
300968 CH Equity,1.0
300981 CH Equity,-1.0
300988 CH Equity,-1.0
301000 CH Equity,-1.0
301029 CH Equity,1.0
301071 CH Equity,1.0
301080 CH Equity,-1.0
301085 CH Equity,-1.0
301111 CH Equity,1.0
301120 CH Equity,-1.0
301129 CH Equity,-1.0
301166 CH Equity,-1.0
301237 CH Equity,1.0
600000 CH Equity,1.0
600004 CH Equity,-1.0
600006 CH Equity,1.0
600010 CH Equity,1.0
600015 CH Equity,-1.0
600016 CH Equity,-1.0
600017 CH Equity,-1.0
600019 CH Equity,1.0
600026 CH Equity,1.0
600027 CH Equity,-1.0
600030 CH Equity,1.0
600036 CH Equity,1.0
600038 CH Equity,-1.0
600050 CH Equity,1.0
600057 CH Equity,-1.0
600073 CH Equity,-1.0
600077 CH Equity,1.0
600079 CH Equity,-1.0
600089 CH Equity,1.0
600096 CH Equity,-1.0
600104 CH Equity,1.0
600107 CH Equity,-1.0
600129 CH Equity,-1.0
600135 CH Equity,1.0
600143 CH Equity,1.0
600148 CH Equity,1.0
600166 CH Equity,-1.0
600169 CH Equity,-1.0
600177 CH Equity,1.0
600180 CH Equity,1.0
600213 CH Equity,-1.0
600222 CH Equity,1.0
600228 CH Equity,1.0
600236 CH Equity,-1.0
600257 CH Equity,1.0
600258 CH Equity,-1.0
600276 CH Equity,1.0
600278 CH Equity,1.0
600280 CH Equity,1.0
600281 CH Equity,-1.0
600285 CH Equity,-1.0
600313 CH Equity,-1.0
600315 CH Equity,1.0
600325 CH Equity,1.0
600354 CH Equity,-1.0
600363 CH Equity,-1.0
600366 CH Equity,1.0
600369 CH Equity,1.0
600371 CH Equity,-1.0
600376 CH Equity,1.0
600388 CH Equity,1.0
600391 CH Equity,-1.0
600395 CH Equity,-1.0
600406 CH Equity,-1.0
600409 CH Equity,-1.0
600418 CH Equity,1.0
600436 CH Equity,1.0
600438 CH Equity,1.0
600448 CH Equity,-1.0
600452 CH Equity,1.0
600456 CH Equity,-1.0
600461 CH Equity,-1.0
600463 CH Equity,1.0
600466 CH Equity,1.0
600479 CH Equity,-1.0
600481 CH Equity,-1.0
600482 CH Equity,1.0
600483 CH Equity,-1.0
600516 CH Equity,-1.0
600519 CH Equity,1.0
600521 CH Equity,-1.0
600522 CH Equity,-1.0
600529 CH Equity,1.0
600546 CH Equity,1.0
600551 CH Equity,1.0
600565 CH Equity,-1.0
600569 CH Equity,1.0
600572 CH Equity,1.0
600573 CH Equity,1.0
600580 CH Equity,-1.0
600584 CH Equity,1.0
600587 CH Equity,1.0
600596 CH Equity,-1.0
600600 CH Equity,-1.0
600606 CH Equity,1.0
600609 CH Equity,1.0
600617 CH Equity,1.0
600621 CH Equity,1.0
600629 CH Equity,-1.0
600641 CH Equity,-1.0
600645 CH Equity,1.0
600648 CH Equity,-1.0
600649 CH Equity,1.0
600673 CH Equity,-1.0
600675 CH Equity,1.0
600685 CH Equity,1.0
600686 CH Equity,1.0
600689 CH Equity,1.0
600690 CH Equity,1.0
600691 CH Equity,1.0
600694 CH Equity,1.0
600698 CH Equity,1.0
600699 CH Equity,-1.0
600702 CH Equity,-1.0
600703 CH Equity,-1.0
600704 CH Equity,-1.0
600706 CH Equity,-1.0
600707 CH Equity,-1.0
600717 CH Equity,1.0
600720 CH Equity,1.0
600733 CH Equity,1.0
600737 CH Equity,-1.0
600742 CH Equity,1.0
600759 CH Equity,-1.0
600777 CH Equity,1.0
600795 CH Equity,-1.0
600804 CH Equity,-1.0
600809 CH Equity,1.0
600820 CH Equity,-1.0
600834 CH Equity,1.0
600837 CH Equity,-1.0
600845 CH Equity,1.0
600848 CH Equity,-1.0
600858 CH Equity,-1.0
600863 CH Equity,1.0
600872 CH Equity,-1.0
600876 CH Equity,1.0
600900 CH Equity,1.0
600905 CH Equity,-1.0
600909 CH Equity,-1.0
600919 CH Equity,-1.0
600933 CH Equity,-1.0
600938 CH Equity,1.0
600962 CH Equity,1.0
600967 CH Equity,1.0
600981 CH Equity,1.0
600982 CH Equity,1.0
600990 CH Equity,1.0
600995 CH Equity,-1.0
600996 CH Equity,-1.0
600999 CH Equity,-1.0
601001 CH Equity,1.0
601006 CH Equity,1.0
601012 CH Equity,1.0
601015 CH Equity,1.0
601018 CH Equity,1.0
601111 CH Equity,1.0
601117 CH Equity,-1.0
601162 CH Equity,-1.0
601166 CH Equity,1.0
601186 CH Equity,-1.0
601211 CH Equity,-1.0
601225 CH Equity,1.0
601228 CH Equity,1.0
601233 CH Equity,-1.0
601238 CH Equity,1.0
601298 CH Equity,-1.0
601318 CH Equity,1.0
601319 CH Equity,-1.0
601333 CH Equity,-1.0
601339 CH Equity,-1.0
601555 CH Equity,-1.0
601601 CH Equity,1.0
601618 CH Equity,1.0
601628 CH Equity,1.0
601633 CH Equity,1.0
601666 CH Equity,1.0
601669 CH Equity,-1.0
601688 CH Equity,1.0
601689 CH Equity,1.0
601699 CH Equity,1.0
601727 CH Equity,1.0
601778 CH Equity,1.0
601799 CH Equity,-1.0
601800 CH Equity,-1.0
601816 CH Equity,-1.0
601828 CH Equity,-1.0
601872 CH Equity,1.0
601878 CH Equity,1.0
601899 CH Equity,1.0
601916 CH Equity,-1.0
601919 CH Equity,-1.0
601933 CH Equity,-1.0
601952 CH Equity,1.0
601963 CH Equity,-1.0
601991 CH Equity,1.0
603001 CH Equity,-1.0
603005 CH Equity,1.0
603018 CH Equity,1.0
603023 CH Equity,1.0
603029 CH Equity,1.0
603056 CH Equity,1.0
603060 CH Equity,-1.0
603069 CH Equity,1.0
603076 CH Equity,1.0
603085 CH Equity,-1.0
603160 CH Equity,1.0
603197 CH Equity,-1.0
603203 CH Equity,1.0
603218 CH Equity,-1.0
603236 CH Equity,-1.0
603279 CH Equity,1.0
603283 CH Equity,1.0
603290 CH Equity,-1.0
603298 CH Equity,-1.0
603305 CH Equity,-1.0
603345 CH Equity,1.0
603348 CH Equity,1.0
603357 CH Equity,1.0
603363 CH Equity,1.0
603392 CH Equity,1.0
603398 CH Equity,1.0
603486 CH Equity,1.0
603501 CH Equity,1.0
603515 CH Equity,1.0
603517 CH Equity,1.0
603583 CH Equity,-1.0
603596 CH Equity,-1.0
603598 CH Equity,-1.0
603599 CH Equity,-1.0
603612 CH Equity,1.0
603613 CH Equity,1.0
603628 CH Equity,1.0
603639 CH Equity,-1.0
603688 CH Equity,1.0
603690 CH Equity,-1.0
603707 CH Equity,1.0
603713 CH Equity,-1.0
603738 CH Equity,-1.0
603767 CH Equity,-1.0
603786 CH Equity,-1.0
603789 CH Equity,1.0
603799 CH Equity,1.0
603833 CH Equity,-1.0
603882 CH Equity,1.0
603885 CH Equity,-1.0
603893 CH Equity,1.0
603898 CH Equity,-1.0
603937 CH Equity,1.0
603963 CH Equity,-1.0
603986 CH Equity,-1.0
603998 CH Equity,1.0
605336 CH Equity,1.0
688012 CH Equity,1.0
688017 CH Equity,1.0
688019 CH Equity,1.0
688028 CH Equity,1.0
688050 CH Equity,-1.0
688066 CH Equity,-1.0
688068 CH Equity,1.0
688072 CH Equity,1.0
688079 CH Equity,-1.0
688111 CH Equity,1.0
688122 CH Equity,-1.0
688157 CH Equity,1.0
688169 CH Equity,-1.0
688212 CH Equity,-1.0
688234 CH Equity,1.0
688235 CH Equity,1.0
688257 CH Equity,1.0
688259 CH Equity,-1.0
688290 CH Equity,-1.0
688303 CH Equity,1.0
688308 CH Equity,1.0
688318 CH Equity,-1.0
688357 CH Equity,1.0
688363 CH Equity,1.0
688366 CH Equity,1.0
688393 CH Equity,1.0
688396 CH Equity,-1.0
688399 CH Equity,-1.0
688408 CH Equity,1.0
688468 CH Equity,-1.0
688516 CH Equity,1.0
688518 CH Equity,1.0
688529 CH Equity,1.0
688536 CH Equity,-1.0
688559 CH Equity,1.0
688567 CH Equity,1.0
688568 CH Equity,1.0
688589 CH Equity,-1.0
688598 CH Equity,1.0
688613 CH Equity,-1.0
688662 CH Equity,-1.0
688686 CH Equity,1.0
688711 CH Equity,-1.0
688772 CH Equity,1.0
688777 CH Equity,-1.0
688778 CH Equity,1.0
688779 CH Equity,-1.0
688819 CH Equity,-1.0
688981 CH Equity,1.0
