,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
000603 CH Equity,2022-05-13,BUY,盛达矿业,63093,0,0,10.82,6.8267,100000,0,0,Quant,Pattern 95,CN
000607 CH Equity,2022-05-13,BUY,华媒控股,162928,0,0,4.19,6.8267,100000,0,0,Quant,Pattern 95,CN
000612 CH Equity,2022-05-13,BUY,焦作万方,126420,0,0,5.4,6.8267,100000,0,0,Quant,Pattern 95,CN
000632 CH Equity,2022-05-13,BUY,三木集团,134648,0,0,5.07,6.8267,100000,0,0,Quant,Pattern 95,CN
000650 CH Equity,2022-05-13,SELL,仁和药业,-111003,0,0,6.15,6.8267,100000,0,0,Quant,Pattern 95,CN
000651 CH Equity,2022-05-13,BUY,格力电器,20531,0,0,33.25,6.8267,100000,0,0,Quant,Pattern 95,CN
000680 CH Equity,2022-05-13,SELL,山推股份,-143418,0,0,4.76,6.8267,100000,0,0,Quant,Pattern 95,CN
000682 CH Equity,2022-05-13,BUY,东方电子,108705,0,0,6.28,6.8267,100000,0,0,Quant,Pattern 95,CN
000710 CH Equity,2022-05-13,SELL,贝瑞基因,-48623,0,0,14.04,6.8267,100000,0,0,Quant,Pattern 95,CN
000719 CH Equity,2022-05-13,BUY,中原传媒,98937,0,0,6.9,6.8267,100000,0,0,Quant,Pattern 95,CN
300046 CH Equity,2022-05-13,SELL,台基股份,-38116,0,0,17.91,6.8267,100000,0,0,Quant,Pattern 95,CN
300058 CH Equity,2022-05-13,SELL,蓝色光标,-116695,0,0,5.85,6.8267,100000,0,0,Quant,Pattern 95,CN
300059 CH Equity,2022-05-13,BUY,东方财富,30367,0,0,22.48,6.8267,100000,0,0,Quant,Pattern 95,CN
300061 CH Equity,2022-05-13,BUY,旗天科技,89354,0,0,7.64,6.8267,100000,0,0,Quant,Pattern 95,CN
300084 CH Equity,2022-05-13,BUY,海默科技,159502,0,0,4.28,6.8267,100000,0,0,Quant,Pattern 95,CN
300091 CH Equity,2022-05-13,BUY,金通灵科技集团股份有限公司,185508,0,0,3.68,6.8267,100000,0,0,Quant,Pattern 95,CN
300098 CH Equity,2022-05-13,BUY,高新兴,218105,0,0,3.13,6.8267,100000,0,0,Quant,Pattern 95,CN
300114 CH Equity,2022-05-13,BUY,中航电测,70089,0,0,9.74,6.8267,100000,0,0,Quant,Pattern 95,CN
300124 CH Equity,2022-05-13,SELL,汇川技术,-12181,0,0,56.04,6.8267,100000,0,0,Quant,Pattern 95,CN
300131 CH Equity,2022-05-13,SELL,英唐智控,-150037,0,0,4.55,6.8267,100000,0,0,Quant,Pattern 95,CN
600567 CH Equity,2022-05-13,BUY,山鹰国际,243810,0,0,2.8,6.8267,100000,0,0,Quant,Pattern 95,CN
600572 CH Equity,2022-05-13,BUY,康恩贝,140467,0,0,4.86,6.8267,100000,0,0,Quant,Pattern 95,CN
600596 CH Equity,2022-05-13,SELL,新安股份,-39713,0,0,17.19,6.8267,100000,0,0,Quant,Pattern 95,CN
