,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
601238 CH Equity,2022-05-08,SELL,广汽集团,-54662,0,0,12.29,6.718,100000,0,0,Quant,Pattern 95,CN
601288 CH Equity,2022-05-08,BUY,农业银行,220262,0,0,3.05,6.718,100000,0,0,Quant,Pattern 95,CN
601318 CH Equity,2022-05-08,BUY,中国平安,15247,0,0,44.06,6.718,100000,0,0,Quant,Pattern 95,CN
601390 CH Equity,2022-05-08,BUY,中国中铁,98360,0,0,6.83,6.718,100000,0,0,Quant,Pattern 95,CN
601398 CH Equity,2022-05-08,SELL,工商银行,-141729,0,0,4.74,6.718,100000,0,0,Quant,Pattern 95,CN
601618 CH Equity,2022-05-08,BUY,中国中冶,193602,0,0,3.4699999999999998,6.718,100000,0,0,Quant,Pattern 95,CN
601666 CH Equity,2022-05-08,SELL,平煤股份,-47443,0,0,14.16,6.718,100000,0,0,Quant,Pattern 95,CN
601689 CH Equity,2022-05-08,SELL,拓普集团,-12971,0,0,51.79,6.718,100000,0,0,Quant,Pattern 95,CN
601717 CH Equity,2022-05-08,BUY,郑煤机,56311,0,0,11.93,6.718,100000,0,0,Quant,Pattern 95,CN
601828 CH Equity,2022-05-08,BUY,美凯龙,128944,0,0,5.21,6.718,100000,0,0,Quant,Pattern 95,CN
002538 CH Equity,2022-05-08,BUY,司尔特,84503,0,0,7.95,6.718,100000,0,0,Quant,Pattern 95,CN
002543 CH Equity,2022-05-08,BUY,万和电气,99525,0,0,6.75,6.718,100000,0,0,Quant,Pattern 95,CN
002556 CH Equity,2022-05-08,SELL,辉隆股份,-64410,0,0,10.43,6.718,100000,0,0,Quant,Pattern 95,CN
002558 CH Equity,2022-05-08,BUY,巨人网络,81529,0,0,8.24,6.718,100000,0,0,Quant,Pattern 95,CN
002570 CH Equity,2022-05-08,BUY,贝因美,151306,0,0,4.44,6.718,100000,0,0,Quant,Pattern 95,CN
002582 CH Equity,2022-05-08,BUY,好想你,98939,0,0,6.79,6.718,100000,0,0,Quant,Pattern 95,CN
002594 CH Equity,2022-05-08,BUY,比亚迪,2775,0,0,242.08,6.718,100000,0,0,Quant,Pattern 95,CN
002611 CH Equity,2022-05-08,BUY,东方精工,174493,0,0,3.85,6.718,100000,0,0,Quant,Pattern 95,CN
002612 CH Equity,2022-05-08,BUY,朗姿股份,29094,0,0,23.09,6.718,100000,0,0,Quant,Pattern 95,CN
002614 CH Equity,2022-05-08,BUY,奥佳华,81628,0,0,8.23,6.718,100000,0,0,Quant,Pattern 95,CN
600882 CH Equity,2022-05-08,BUY,妙可蓝多,21698,0,0,30.96,6.718,100000,0,0,Quant,Pattern 95,CN
