,172
600406 CH Equity,1.0
600409 CH Equity,1.0
600426 CH Equity,-1.0
600449 CH Equity,1.0
600460 CH Equity,-1.0
600468 CH Equity,1.0
600469 CH Equity,1.0
600481 CH Equity,1.0
600486 CH Equity,1.0
600487 CH Equity,1.0
600502 CH Equity,1.0
600513 CH Equity,1.0
600517 CH Equity,1.0
600519 CH Equity,-1.0
600522 CH Equity,1.0
600528 CH Equity,-1.0
600529 CH Equity,1.0
600543 CH Equity,1.0
600572 CH Equity,1.0
600616 CH Equity,1.0
600620 CH Equity,-1.0
600648 CH Equity,1.0
600660 CH Equity,1.0
600664 CH Equity,-1.0
600667 CH Equity,1.0
600689 CH Equity,1.0
600694 CH Equity,1.0
600702 CH Equity,1.0
600703 CH Equity,1.0
600708 CH Equity,-1.0
600718 CH Equity,1.0
600720 CH Equity,1.0
600744 CH Equity,1.0
600754 CH Equity,-1.0
600760 CH Equity,-1.0
600765 CH Equity,-1.0
600771 CH Equity,-1.0
600777 CH Equity,1.0
600778 CH Equity,1.0
600779 CH Equity,1.0
600791 CH Equity,-1.0
600809 CH Equity,1.0
600826 CH Equity,1.0
600838 CH Equity,1.0
600875 CH Equity,1.0
600876 CH Equity,1.0
600882 CH Equity,-1.0
600887 CH Equity,1.0
600900 CH Equity,-1.0
600901 CH Equity,-1.0
600919 CH Equity,1.0
600927 CH Equity,-1.0
600941 CH Equity,1.0
600962 CH Equity,-1.0
600982 CH Equity,-1.0
600987 CH Equity,-1.0
601009 CH Equity,1.0
601038 CH Equity,1.0
601127 CH Equity,-1.0
601138 CH Equity,-1.0
601156 CH Equity,-1.0
601179 CH Equity,1.0
601186 CH Equity,-1.0
601208 CH Equity,1.0
601231 CH Equity,-1.0
601233 CH Equity,1.0
601238 CH Equity,1.0
601288 CH Equity,-1.0
601318 CH Equity,-1.0
601339 CH Equity,1.0
601369 CH Equity,1.0
601390 CH Equity,-1.0
601399 CH Equity,1.0
601598 CH Equity,1.0
601601 CH Equity,1.0
601618 CH Equity,-1.0
601633 CH Equity,1.0
601717 CH Equity,-1.0
601789 CH Equity,-1.0
601799 CH Equity,1.0
601800 CH Equity,1.0
601828 CH Equity,-1.0
601857 CH Equity,-1.0
601869 CH Equity,-1.0
601878 CH Equity,1.0
601985 CH Equity,-1.0
601996 CH Equity,1.0
603005 CH Equity,1.0
603026 CH Equity,-1.0
603055 CH Equity,-1.0
603078 CH Equity,-1.0
603087 CH Equity,1.0
603098 CH Equity,-1.0
603113 CH Equity,1.0
603165 CH Equity,-1.0
603178 CH Equity,1.0
603198 CH Equity,1.0
603206 CH Equity,1.0
603214 CH Equity,1.0
603236 CH Equity,1.0
603279 CH Equity,-1.0
603306 CH Equity,-1.0
603313 CH Equity,-1.0
603338 CH Equity,-1.0
603348 CH Equity,-1.0
603355 CH Equity,1.0
603363 CH Equity,-1.0
603387 CH Equity,-1.0
603388 CH Equity,1.0
603390 CH Equity,1.0
603392 CH Equity,1.0
603515 CH Equity,1.0
603556 CH Equity,1.0
603568 CH Equity,-1.0
603569 CH Equity,1.0
603578 CH Equity,1.0
603599 CH Equity,1.0
603606 CH Equity,1.0
603613 CH Equity,1.0
603619 CH Equity,1.0
603639 CH Equity,-1.0
603648 CH Equity,1.0
603678 CH Equity,-1.0
603690 CH Equity,1.0
603708 CH Equity,-1.0
603712 CH Equity,-1.0
603733 CH Equity,-1.0
603767 CH Equity,1.0
603773 CH Equity,1.0
603806 CH Equity,-1.0
603808 CH Equity,-1.0
603816 CH Equity,-1.0
603817 CH Equity,-1.0
603833 CH Equity,1.0
603858 CH Equity,-1.0
603866 CH Equity,1.0
603869 CH Equity,-1.0
603888 CH Equity,1.0
603915 CH Equity,-1.0
603936 CH Equity,1.0
603939 CH Equity,-1.0
603967 CH Equity,1.0
605011 CH Equity,1.0
605028 CH Equity,1.0
605099 CH Equity,-1.0
605199 CH Equity,1.0
605287 CH Equity,1.0
605376 CH Equity,1.0
605507 CH Equity,1.0
605580 CH Equity,1.0
688008 CH Equity,1.0
688012 CH Equity,1.0
688016 CH Equity,-1.0
688019 CH Equity,1.0
688022 CH Equity,1.0
688057 CH Equity,1.0
688063 CH Equity,1.0
688076 CH Equity,-1.0
688085 CH Equity,1.0
688122 CH Equity,1.0
688126 CH Equity,1.0
688139 CH Equity,-1.0
688180 CH Equity,1.0
688218 CH Equity,1.0
688222 CH Equity,1.0
688228 CH Equity,1.0
688229 CH Equity,1.0
688234 CH Equity,-1.0
688270 CH Equity,1.0
688277 CH Equity,1.0
688278 CH Equity,-1.0
688286 CH Equity,1.0
688363 CH Equity,1.0
688368 CH Equity,-1.0
688388 CH Equity,1.0
688425 CH Equity,-1.0
688466 CH Equity,-1.0
688500 CH Equity,1.0
688510 CH Equity,1.0
688511 CH Equity,1.0
688518 CH Equity,-1.0
688588 CH Equity,-1.0
688595 CH Equity,1.0
688599 CH Equity,-1.0
688618 CH Equity,-1.0
688619 CH Equity,1.0
688679 CH Equity,1.0
688683 CH Equity,1.0
688766 CH Equity,-1.0
688793 CH Equity,-1.0
688819 CH Equity,-1.0
688981 CH Equity,1.0
