,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
000521 CH Equity,2022-05-10,BUY,美菱电器,205528,0,0,3.29,6.7619,100000,0,0,Quant,Pattern 95,CN
000524 CH Equity,2022-05-10,BUY,岭南控股,76061,0,0,8.89,6.7619,100000,0,0,Quant,Pattern 95,CN
000525 CH Equity,2022-05-10,BUY,红 太 阳,57304,0,0,11.8,6.7619,100000,0,0,Quant,Pattern 95,CN
000568 CH Equity,2022-05-10,SELL,泸州老窖,-3484,0,0,194.08,6.7619,100000,0,0,Quant,Pattern 95,CN
000582 CH Equity,2022-05-10,SELL,北部湾港,-88160,0,0,7.67,6.7619,100000,0,0,Quant,Pattern 95,CN
000591 CH Equity,2022-05-10,BUY,太阳能,101377,0,0,6.67,6.7619,100000,0,0,Quant,Pattern 95,CN
000596 CH Equity,2022-05-10,BUY,古井贡酒,3488,0,0,193.81,6.7619,100000,0,0,Quant,Pattern 95,CN
000598 CH Equity,2022-05-10,SELL,兴蓉环境,-132326,0,0,5.11,6.7619,100000,0,0,Quant,Pattern 95,CN
000630 CH Equity,2022-05-10,BUY,铜陵有色,206785,0,0,3.27,6.7619,100000,0,0,Quant,Pattern 95,CN
000667 CH Equity,2022-05-10,SELL,美好置业,-422618,0,0,1.6,6.7619,100000,0,0,Quant,Pattern 95,CN
301071 CH Equity,2022-05-10,SELL,力量钻石,-5566,0,0,121.48,6.7619,100000,0,0,Quant,Pattern 95,CN
301080 CH Equity,2022-05-10,SELL,百普赛斯,-5027,0,0,134.5,6.7619,100000,0,0,Quant,Pattern 95,CN
301085 CH Equity,2022-05-10,SELL,亚康股份,-22323,0,0,30.29,6.7619,100000,0,0,Quant,Pattern 95,CN
301089 CH Equity,2022-05-10,BUY,拓新药业,3965,0,0,170.53,6.7619,100000,0,0,Quant,Pattern 95,CN
301111 CH Equity,2022-05-10,SELL,粤万年青,-24279,0,0,27.85,6.7619,100000,0,0,Quant,Pattern 95,CN
301118 CH Equity,2022-05-10,BUY,恒光股份,16783,0,0,40.29,6.7619,100000,0,0,Quant,Pattern 95,CN
301151 CH Equity,2022-05-10,SELL,冠龙节能,-26854,0,0,25.18,6.7619,100000,0,0,Quant,Pattern 95,CN
301167 CH Equity,2022-05-10,BUY,建研设计,18591,0,0,36.37,6.7619,100000,0,0,Quant,Pattern 95,CN
301185 CH Equity,2022-05-10,SELL,山东山大鸥玛软件股份有限公司,-37566,0,0,18.0,6.7619,100000,0,0,Quant,Pattern 95,CN
