,18
605099 CH Equity,-1.0
688016 CH Equity,-1.0
688066 CH Equity,1.0
688075 CH Equity,1.0
688118 CH Equity,1.0
688123 CH Equity,1.0
688167 CH Equity,1.0
688177 CH Equity,1.0
688180 CH Equity,1.0
688234 CH Equity,-1.0
688235 CH Equity,1.0
688262 CH Equity,1.0
688276 CH Equity,1.0
688278 CH Equity,-1.0
688289 CH Equity,-1.0
688316 CH Equity,1.0
688337 CH Equity,1.0
688383 CH Equity,1.0
688466 CH Equity,-1.0
688533 CH Equity,-1.0
688560 CH Equity,1.0
688588 CH Equity,-1.0
688589 CH Equity,1.0
688793 CH Equity,-1.0
