,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
002424 CH Equity,2022-05-20,BUY,贵州百灵,94356,0,0,7.13,6.7276,100000,0,0,Quant,Pattern 95,CN
002456 CH Equity,2022-05-20,BUY,欧菲光,117821,0,0,5.71,6.7276,100000,0,0,Quant,Pattern 95,CN
002459 CH Equity,2022-05-20,BUY,晶澳科技,7130,0,0,94.35,6.7276,100000,0,0,Quant,Pattern 95,CN
002460 CH Equity,2022-05-20,BUY,赣锋锂业,5581,0,0,120.53,6.7276,100000,0,0,Quant,Pattern 95,CN
002463 CH Equity,2022-05-20,SELL,沪电股份,-46237,0,0,14.55,6.7276,100000,0,0,Quant,Pattern 95,CN
002476 CH Equity,2022-05-20,BUY,宝莫股份,118443,0,0,5.68,6.7276,100000,0,0,Quant,Pattern 95,CN
002486 CH Equity,2022-05-20,BUY,嘉麟杰,229610,0,0,2.93,6.7276,100000,0,0,Quant,Pattern 95,CN
002488 CH Equity,2022-05-20,BUY,金固股份,114805,0,0,5.86,6.7276,100000,0,0,Quant,Pattern 95,CN
002489 CH Equity,2022-05-20,SELL,浙江永强,-161721,0,0,4.16,6.7276,100000,0,0,Quant,Pattern 95,CN
002491 CH Equity,2022-05-20,SELL,通鼎互联,-164087,0,0,4.1,6.7276,100000,0,0,Quant,Pattern 95,CN
000001 CH Equity,2022-05-20,SELL,平安银行,-46016,0,0,14.62,6.7276,100000,0,0,Quant,Pattern 95,CN
000027 CH Equity,2022-05-20,BUY,深圳能源,112690,0,0,5.97,6.7276,100000,0,0,Quant,Pattern 95,CN
000037 CH Equity,2022-05-20,SELL,深南电,-92666,0,0,7.26,6.7276,100000,0,0,Quant,Pattern 95,CN
000042 CH Equity,2022-05-20,BUY,中洲控股,68509,0,0,9.82,6.7276,100000,0,0,Quant,Pattern 95,CN
000049 CH Equity,2022-05-20,SELL,德赛电池,-18828,0,0,35.73,6.7276,100000,0,0,Quant,Pattern 95,CN
000055 CH Equity,2022-05-20,BUY,方大集团,156455,0,0,4.3,6.7276,100000,0,0,Quant,Pattern 95,CN
000063 CH Equity,2022-05-20,BUY,中兴通讯,28398,0,0,23.69,6.7276,100000,0,0,Quant,Pattern 95,CN
000065 CH Equity,2022-05-20,SELL,北方国际,-86584,0,0,7.77,6.7276,100000,0,0,Quant,Pattern 95,CN
000068 CH Equity,2022-05-20,SELL,华控赛格,-185845,0,0,3.62,6.7276,100000,0,0,Quant,Pattern 95,CN
000088 CH Equity,2022-05-20,SELL,盐 田 港,-137860,0,0,4.88,6.7276,100000,0,0,Quant,Pattern 95,CN
000997 CH Equity,2022-05-20,BUY,新 大 陆,55189,0,0,12.19,6.7276,100000,0,0,Quant,Pattern 95,CN
001205 CH Equity,2022-05-20,BUY,盛航股份,34858,0,0,19.3,6.7276,100000,0,0,Quant,Pattern 95,CN
001227 CH Equity,2022-05-20,SELL,兰州银行,-141932,0,0,4.74,6.7276,100000,0,0,Quant,Pattern 95,CN
001979 CH Equity,2022-05-20,BUY,招商蛇口,49322,0,0,13.64,6.7276,100000,0,0,Quant,Pattern 95,CN
002001 CH Equity,2022-05-20,BUY,新 和 成,26382,0,0,25.5,6.7276,100000,0,0,Quant,Pattern 95,CN
002003 CH Equity,2022-05-20,BUY,伟星股份,47612,0,0,14.13,6.7276,100000,0,0,Quant,Pattern 95,CN
002004 CH Equity,2022-05-20,BUY,华邦健康,126935,0,0,5.3,6.7276,100000,0,0,Quant,Pattern 95,CN
002035 CH Equity,2022-05-20,BUY,华帝股份,123669,0,0,5.44,6.7276,100000,0,0,Quant,Pattern 95,CN
002044 CH Equity,2022-05-20,BUY,美年健康,136739,0,0,4.92,6.7276,100000,0,0,Quant,Pattern 95,CN
002047 CH Equity,2022-05-20,SELL,宝鹰股份,-206368,0,0,3.26,6.7276,100000,0,0,Quant,Pattern 95,CN
002050 CH Equity,2022-05-20,BUY,三花智控,38955,0,0,17.27,6.7276,100000,0,0,Quant,Pattern 95,CN
