,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
002010 CH Equity,2022-05-17,BUY,传化智联,111256,0,0,6.11,6.7978,100000,0,0,Quant,Pattern 95,CN
002011 CH Equity,2022-05-17,SELL,盾安环境,-85722,0,0,7.93,6.7978,100000,0,0,Quant,Pattern 95,CN
002015 CH Equity,2022-05-17,SELL,协鑫能科,-36508,0,0,18.62,6.7978,100000,0,0,Quant,Pattern 95,CN
002017 CH Equity,2022-05-17,BUY,东信和平,68251,0,0,9.96,6.7978,100000,0,0,Quant,Pattern 95,CN
002019 CH Equity,2022-05-17,BUY,亿帆医药,52331,0,0,12.99,6.7978,100000,0,0,Quant,Pattern 95,CN
002030 CH Equity,2022-05-17,SELL,达安基因,-39660,0,0,17.14,6.7978,100000,0,0,Quant,Pattern 95,CN
002047 CH Equity,2022-05-17,BUY,宝鹰股份,202315,0,0,3.36,6.7978,100000,0,0,Quant,Pattern 95,CN
002051 CH Equity,2022-05-17,BUY,中工国际,75447,0,0,9.01,6.7978,100000,0,0,Quant,Pattern 95,CN
002056 CH Equity,2022-05-17,BUY,横店东磁,38405,0,0,17.7,6.7978,100000,0,0,Quant,Pattern 95,CN
002065 CH Equity,2022-05-17,BUY,东华软件,117812,0,0,5.77,6.7978,100000,0,0,Quant,Pattern 95,CN
000572 CH Equity,2022-05-17,BUY,ST海马,141620,0,0,4.8,6.7978,100000,0,0,Quant,Pattern 95,CN
000589 CH Equity,2022-05-17,SELL,贵州轮胎,-168679,0,0,4.03,6.7978,100000,0,0,Quant,Pattern 95,CN
000591 CH Equity,2022-05-17,BUY,太阳能,96014,0,0,7.08,6.7978,100000,0,0,Quant,Pattern 95,CN
000592 CH Equity,2022-05-17,BUY,平潭发展,290504,0,0,2.34,6.7978,100000,0,0,Quant,Pattern 95,CN
000600 CH Equity,2022-05-17,BUY,建投能源,161467,0,0,4.21,6.7978,100000,0,0,Quant,Pattern 95,CN
000603 CH Equity,2022-05-17,BUY,盛达矿业,63117,0,0,10.77,6.7978,100000,0,0,Quant,Pattern 95,CN
000609 CH Equity,2022-05-17,BUY,中迪投资,138730,0,0,4.9,6.7978,100000,0,0,Quant,Pattern 95,CN
000620 CH Equity,2022-05-17,BUY,新华联,229655,0,0,2.96,6.7978,100000,0,0,Quant,Pattern 95,CN
000629 CH Equity,2022-05-17,BUY,攀钢钒钛,213097,0,0,3.19,6.7978,100000,0,0,Quant,Pattern 95,CN
000639 CH Equity,2022-05-17,BUY,西王食品,153449,0,0,4.43,6.7978,100000,0,0,Quant,Pattern 95,CN
002244 CH Equity,2022-05-17,SELL,滨江集团,-79974,0,0,8.5,6.7978,100000,0,0,Quant,Pattern 95,CN
002250 CH Equity,2022-05-17,BUY,联化科技,45807,0,0,14.84,6.7978,100000,0,0,Quant,Pattern 95,CN
002266 CH Equity,2022-05-17,SELL,浙富控股,-157721,0,0,4.31,6.7978,100000,0,0,Quant,Pattern 95,CN
002267 CH Equity,2022-05-17,BUY,陕天然气,92361,0,0,7.36,6.7978,100000,0,0,Quant,Pattern 95,CN
002287 CH Equity,2022-05-17,BUY,奇正藏药,27443,0,0,24.77,6.7978,100000,0,0,Quant,Pattern 95,CN
002294 CH Equity,2022-05-17,BUY,信立泰,25749,0,0,26.4,6.7978,100000,0,0,Quant,Pattern 95,CN
002297 CH Equity,2022-05-17,BUY,博云新材,95878,0,0,7.09,6.7978,100000,0,0,Quant,Pattern 95,CN
002314 CH Equity,2022-05-17,SELL,南山控股,-136776,0,0,4.97,6.7978,100000,0,0,Quant,Pattern 95,CN
002317 CH Equity,2022-05-17,BUY,众生药业,37828,0,0,17.97,6.7978,100000,0,0,Quant,Pattern 95,CN
002320 CH Equity,2022-05-17,SELL,海峡股份,-126353,0,0,5.38,6.7978,100000,0,0,Quant,Pattern 95,CN
300869 CH Equity,2022-05-17,SELL,康泰医学,-24791,0,0,27.42,6.7978,100000,0,0,Quant,Pattern 95,CN
300878 CH Equity,2022-05-17,SELL,维康药业,-15527,0,0,43.78,6.7978,100000,0,0,Quant,Pattern 95,CN
300887 CH Equity,2022-05-17,SELL,谱尼测试,-10291,0,0,66.05,6.7978,100000,0,0,Quant,Pattern 95,CN
300888 CH Equity,2022-05-17,BUY,稳健医疗,11909,0,0,57.08,6.7978,100000,0,0,Quant,Pattern 95,CN
300896 CH Equity,2022-05-17,BUY,爱美客,1412,0,0,481.2,6.7978,100000,0,0,Quant,Pattern 95,CN
300911 CH Equity,2022-05-17,SELL,亿田智能,-10976,0,0,61.93,6.7978,100000,0,0,Quant,Pattern 95,CN
300940 CH Equity,2022-05-17,BUY,南极光,26115,0,0,26.03,6.7978,100000,0,0,Quant,Pattern 95,CN
300956 CH Equity,2022-05-17,BUY,英力股份,40511,0,0,16.78,6.7978,100000,0,0,Quant,Pattern 95,CN
300957 CH Equity,2022-05-17,SELL,贝泰妮,-3687,0,0,184.37,6.7978,100000,0,0,Quant,Pattern 95,CN
300977 CH Equity,2022-05-17,BUY,深圳瑞捷,19350,0,0,35.13,6.7978,100000,0,0,Quant,Pattern 95,CN
300294 CH Equity,2022-05-17,BUY,博雅生物,22934,0,0,29.64,6.7978,100000,0,0,Quant,Pattern 95,CN
300315 CH Equity,2022-05-17,BUY,掌趣科技,222150,0,0,3.06,6.7978,100000,0,0,Quant,Pattern 95,CN
