,18
000060 CH Equity,1.0
000063 CH Equity,1.0
000400 CH Equity,-1.0
000498 CH Equity,1.0
000513 CH Equity,-1.0
000555 CH Equity,1.0
000625 CH Equity,-1.0
000639 CH Equity,-1.0
000666 CH Equity,-1.0
000672 CH Equity,-1.0
000703 CH Equity,1.0
000728 CH Equity,1.0
000739 CH Equity,-1.0
000777 CH Equity,-1.0
000786 CH Equity,-1.0
000799 CH Equity,1.0
000813 CH Equity,-1.0
000823 CH Equity,1.0
000839 CH Equity,-1.0
000858 CH Equity,1.0
000877 CH Equity,-1.0
000925 CH Equity,1.0
000977 CH Equity,1.0
000989 CH Equity,-1.0
001205 CH Equity,1.0
001206 CH Equity,1.0
002009 CH Equity,1.0
002024 CH Equity,1.0
002041 CH Equity,-1.0
002064 CH Equity,-1.0
002073 CH Equity,1.0
002081 CH Equity,1.0
002097 CH Equity,-1.0
002145 CH Equity,-1.0
002154 CH Equity,1.0
002191 CH Equity,-1.0
002192 CH Equity,1.0
002214 CH Equity,-1.0
002216 CH Equity,-1.0
002269 CH Equity,-1.0
002281 CH Equity,-1.0
002293 CH Equity,-1.0
002304 CH Equity,1.0
002305 CH Equity,-1.0
002317 CH Equity,1.0
002367 CH Equity,1.0
002368 CH Equity,-1.0
002372 CH Equity,-1.0
002409 CH Equity,-1.0
002430 CH Equity,-1.0
002435 CH Equity,1.0
002439 CH Equity,-1.0
002444 CH Equity,-1.0
002468 CH Equity,-1.0
002489 CH Equity,1.0
002555 CH Equity,1.0
002556 CH Equity,-1.0
002579 CH Equity,-1.0
002608 CH Equity,1.0
002624 CH Equity,1.0
002698 CH Equity,-1.0
002736 CH Equity,1.0
002738 CH Equity,1.0
002761 CH Equity,-1.0
002768 CH Equity,1.0
002810 CH Equity,1.0
002841 CH Equity,-1.0
002886 CH Equity,1.0
002915 CH Equity,-1.0
002916 CH Equity,-1.0
002920 CH Equity,-1.0
002968 CH Equity,-1.0
002987 CH Equity,-1.0
003029 CH Equity,1.0
300013 CH Equity,1.0
300022 CH Equity,-1.0
300026 CH Equity,-1.0
300030 CH Equity,-1.0
300033 CH Equity,1.0
300059 CH Equity,1.0
300073 CH Equity,-1.0
300076 CH Equity,-1.0
300118 CH Equity,-1.0
300120 CH Equity,1.0
300170 CH Equity,-1.0
300172 CH Equity,-1.0
300217 CH Equity,1.0
300239 CH Equity,1.0
300285 CH Equity,1.0
300347 CH Equity,-1.0
300364 CH Equity,-1.0
300374 CH Equity,-1.0
300378 CH Equity,-1.0
300390 CH Equity,-1.0
300393 CH Equity,1.0
300398 CH Equity,-1.0
300413 CH Equity,-1.0
300433 CH Equity,1.0
300453 CH Equity,-1.0
300494 CH Equity,1.0
300502 CH Equity,-1.0
300504 CH Equity,-1.0
300521 CH Equity,1.0
300523 CH Equity,-1.0
300538 CH Equity,1.0
300557 CH Equity,-1.0
300596 CH Equity,-1.0
300604 CH Equity,-1.0
300630 CH Equity,-1.0
300639 CH Equity,-1.0
300643 CH Equity,-1.0
300644 CH Equity,1.0
300645 CH Equity,-1.0
300649 CH Equity,-1.0
300661 CH Equity,-1.0
300666 CH Equity,1.0
300667 CH Equity,1.0
300672 CH Equity,1.0
300700 CH Equity,-1.0
300722 CH Equity,-1.0
300743 CH Equity,1.0
300746 CH Equity,1.0
300760 CH Equity,1.0
300774 CH Equity,-1.0
300781 CH Equity,1.0
300783 CH Equity,1.0
300827 CH Equity,-1.0
300832 CH Equity,-1.0
300837 CH Equity,-1.0
300839 CH Equity,1.0
300876 CH Equity,-1.0
300888 CH Equity,-1.0
300898 CH Equity,-1.0
300931 CH Equity,-1.0
300973 CH Equity,-1.0
300975 CH Equity,-1.0
300983 CH Equity,-1.0
300993 CH Equity,-1.0
301011 CH Equity,-1.0
301024 CH Equity,1.0
301029 CH Equity,1.0
301031 CH Equity,-1.0
301083 CH Equity,1.0
301087 CH Equity,-1.0
301117 CH Equity,-1.0
600015 CH Equity,1.0
600025 CH Equity,-1.0
600030 CH Equity,-1.0
600050 CH Equity,1.0
600063 CH Equity,-1.0
600089 CH Equity,-1.0
600105 CH Equity,1.0
600153 CH Equity,1.0
600162 CH Equity,1.0
600188 CH Equity,1.0
600285 CH Equity,1.0
600287 CH Equity,1.0
600288 CH Equity,-1.0
600293 CH Equity,-1.0
600298 CH Equity,1.0
600328 CH Equity,1.0
600336 CH Equity,-1.0
600362 CH Equity,-1.0
600369 CH Equity,1.0
600377 CH Equity,-1.0
600383 CH Equity,-1.0
600397 CH Equity,-1.0
600477 CH Equity,-1.0
600486 CH Equity,1.0
600508 CH Equity,-1.0
600519 CH Equity,-1.0
600521 CH Equity,1.0
600550 CH Equity,-1.0
600552 CH Equity,1.0
600578 CH Equity,1.0
600592 CH Equity,-1.0
