,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
002486 CH Equity,2022-05-07,SELL,嘉麟杰,-245182,0,0,2.74,6.718,100000,0,0,Quant,Pattern 95,CN
002489 CH Equity,2022-05-07,BUY,浙江永强,168370,0,0,3.99,6.718,100000,0,0,Quant,Pattern 95,CN
002508 CH Equity,2022-05-07,SELL,老板电器,-23181,0,0,28.98,6.718,100000,0,0,Quant,Pattern 95,CN
002511 CH Equity,2022-05-07,SELL,中顺洁柔,-64970,0,0,10.34,6.718,100000,0,0,Quant,Pattern 95,CN
002517 CH Equity,2022-05-07,BUY,恺英网络,132244,0,0,5.08,6.718,100000,0,0,Quant,Pattern 95,CN
002518 CH Equity,2022-05-07,BUY,科士达,46880,0,0,14.33,6.718,100000,0,0,Quant,Pattern 95,CN
002545 CH Equity,2022-05-07,SELL,东方铁塔,-56076,0,0,11.98,6.718,100000,0,0,Quant,Pattern 95,CN
002555 CH Equity,2022-05-07,SELL,三七互娱网络科技集团股份有限,-29516,0,0,22.76,6.718,100000,0,0,Quant,Pattern 95,CN
002561 CH Equity,2022-05-07,BUY,徐家汇,48893,0,0,13.74,6.718,100000,0,0,Quant,Pattern 95,CN
002568 CH Equity,2022-05-07,BUY,百润股份,22393,0,0,30.0,6.718,100000,0,0,Quant,Pattern 95,CN
002594 CH Equity,2022-05-07,SELL,比亚迪,-2775,0,0,242.08,6.718,100000,0,0,Quant,Pattern 95,CN
002600 CH Equity,2022-05-07,BUY,领益智造,159572,0,0,4.21,6.718,100000,0,0,Quant,Pattern 95,CN
002603 CH Equity,2022-05-07,SELL,以岭药业,-25350,0,0,26.5,6.718,100000,0,0,Quant,Pattern 95,CN
002611 CH Equity,2022-05-07,BUY,东方精工,174493,0,0,3.85,6.718,100000,0,0,Quant,Pattern 95,CN
002612 CH Equity,2022-05-07,BUY,朗姿股份,29094,0,0,23.09,6.718,100000,0,0,Quant,Pattern 95,CN
002626 CH Equity,2022-05-07,SELL,金达威,-32066,0,0,20.95,6.718,100000,0,0,Quant,Pattern 95,CN
002643 CH Equity,2022-05-07,BUY,万润股份,36710,0,0,18.3,6.718,100000,0,0,Quant,Pattern 95,CN
002663 CH Equity,2022-05-07,BUY,普邦股份,395176,0,0,1.7,6.718,100000,0,0,Quant,Pattern 95,CN
002677 CH Equity,2022-05-07,SELL,浙江美大,-47577,0,0,14.12,6.718,100000,0,0,Quant,Pattern 95,CN
002693 CH Equity,2022-05-07,BUY,双成药业,90906,0,0,7.39,6.718,100000,0,0,Quant,Pattern 95,CN
002983 CH Equity,2022-05-07,SELL,芯瑞达,-35982,0,0,18.67,6.718,100000,0,0,Quant,Pattern 95,CN
002995 CH Equity,2022-05-07,BUY,天地在线,36118,0,0,18.6,6.718,100000,0,0,Quant,Pattern 95,CN
003012 CH Equity,2022-05-07,SELL,东鹏控股,-81037,0,0,8.29,6.718,100000,0,0,Quant,Pattern 95,CN
003020 CH Equity,2022-05-07,SELL,立方制药,-17508,0,0,38.37,6.718,100000,0,0,Quant,Pattern 95,CN
300003 CH Equity,2022-05-07,SELL,乐普医疗,-37847,0,0,17.75,6.718,100000,0,0,Quant,Pattern 95,CN
300015 CH Equity,2022-05-07,SELL,爱尔眼科,-18568,0,0,36.18,6.718,100000,0,0,Quant,Pattern 95,CN
300027 CH Equity,2022-05-07,SELL,华谊兄弟,-285872,0,0,2.35,6.718,100000,0,0,Quant,Pattern 95,CN
300053 CH Equity,2022-05-07,SELL,欧比特,-90295,0,0,7.44,6.718,100000,0,0,Quant,Pattern 95,CN
300058 CH Equity,2022-05-07,BUY,蓝色光标,122145,0,0,5.5,6.718,100000,0,0,Quant,Pattern 95,CN
300059 CH Equity,2022-05-07,SELL,东方财富,-31202,0,0,21.53,6.718,100000,0,0,Quant,Pattern 95,CN
000001 CH Equity,2022-05-07,SELL,平安银行,-44906,0,0,14.96,6.718,100000,0,0,Quant,Pattern 95,CN
000008 CH Equity,2022-05-07,BUY,神州高铁,303981,0,0,2.21,6.718,100000,0,0,Quant,Pattern 95,CN
000031 CH Equity,2022-05-07,BUY,大悦城,179146,0,0,3.75,6.718,100000,0,0,Quant,Pattern 95,CN
000034 CH Equity,2022-05-07,BUY,神州数码,44876,0,0,14.97,6.718,100000,0,0,Quant,Pattern 95,CN
000040 CH Equity,2022-05-07,SELL,东旭蓝天,-246080,0,0,2.73,6.718,100000,0,0,Quant,Pattern 95,CN
000063 CH Equity,2022-05-07,SELL,中兴通讯,-28919,0,0,23.23,6.718,100000,0,0,Quant,Pattern 95,CN
000078 CH Equity,2022-05-07,SELL,海王生物,-209937,0,0,3.2,6.718,100000,0,0,Quant,Pattern 95,CN
000151 CH Equity,2022-05-07,BUY,中成股份,92280,0,0,7.28,6.718,100000,0,0,Quant,Pattern 95,CN
000153 CH Equity,2022-05-07,SELL,丰原药业,-89454,0,0,7.51,6.718,100000,0,0,Quant,Pattern 95,CN
000157 CH Equity,2022-05-07,SELL,中联重科,-116027,0,0,5.79,6.718,100000,0,0,Quant,Pattern 95,CN
301071 CH Equity,2022-05-07,BUY,力量钻石,5444,0,0,123.39,6.718,100000,0,0,Quant,Pattern 95,CN
301078 CH Equity,2022-05-07,SELL,孩子王,-49000,0,0,13.71,6.718,100000,0,0,Quant,Pattern 95,CN
301080 CH Equity,2022-05-07,SELL,百普赛斯,-4998,0,0,134.4,6.718,100000,0,0,Quant,Pattern 95,CN
301087 CH Equity,2022-05-07,SELL,可孚医疗,-14370,0,0,46.75,6.718,100000,0,0,Quant,Pattern 95,CN
301090 CH Equity,2022-05-07,SELL,华润材料,-70493,0,0,9.53,6.718,100000,0,0,Quant,Pattern 95,CN
301096 CH Equity,2022-05-07,SELL,百诚医药,-11148,0,0,60.26,6.718,100000,0,0,Quant,Pattern 95,CN
301101 CH Equity,2022-05-07,BUY,明月镜片,20494,0,0,32.78,6.718,100000,0,0,Quant,Pattern 95,CN
301111 CH Equity,2022-05-07,SELL,粤万年青,-23831,0,0,28.19,6.718,100000,0,0,Quant,Pattern 95,CN
301151 CH Equity,2022-05-07,SELL,冠龙节能,-27187,0,0,24.71,6.718,100000,0,0,Quant,Pattern 95,CN
301178 CH Equity,2022-05-07,SELL,天亿马,-15285,0,0,43.95,6.718,100000,0,0,Quant,Pattern 95,CN
300232 CH Equity,2022-05-07,BUY,洲明科技,119750,0,0,5.61,6.718,100000,0,0,Quant,Pattern 95,CN
300240 CH Equity,2022-05-07,BUY,飞力达,62785,0,0,10.7,6.718,100000,0,0,Quant,Pattern 95,CN
300244 CH Equity,2022-05-07,BUY,迪安诊断,18102,0,0,37.11,6.718,100000,0,0,Quant,Pattern 95,CN
300255 CH Equity,2022-05-07,SELL,常山药业,-107145,0,0,6.27,6.718,100000,0,0,Quant,Pattern 95,CN
300257 CH Equity,2022-05-07,BUY,开山股份,50625,0,0,13.27,6.718,100000,0,0,Quant,Pattern 95,CN
300297 CH Equity,2022-05-07,BUY,*ST 蓝盾,524843,0,0,1.28,6.718,100000,0,0,Quant,Pattern 95,CN
300301 CH Equity,2022-05-07,BUY,*ST长方,381704,0,0,1.76,6.718,100000,0,0,Quant,Pattern 95,CN
