,18
000012 CH Equity,-1.0
000060 CH Equity,-1.0
000063 CH Equity,-1.0
000070 CH Equity,1.0
000422 CH Equity,1.0
000498 CH Equity,-1.0
000547 CH Equity,1.0
000555 CH Equity,-1.0
000627 CH Equity,1.0
000683 CH Equity,1.0
000703 CH Equity,-1.0
000709 CH Equity,1.0
000728 CH Equity,-1.0
000733 CH Equity,1.0
000738 CH Equity,1.0
000756 CH Equity,1.0
000799 CH Equity,-1.0
000823 CH Equity,-1.0
000850 CH Equity,1.0
000858 CH Equity,-1.0
000925 CH Equity,-1.0
000931 CH Equity,1.0
000935 CH Equity,1.0
000961 CH Equity,1.0
000970 CH Equity,1.0
000977 CH Equity,-1.0
001205 CH Equity,-1.0
001206 CH Equity,-1.0
002009 CH Equity,-1.0
002010 CH Equity,1.0
002024 CH Equity,-1.0
002027 CH Equity,1.0
002048 CH Equity,1.0
002073 CH Equity,-1.0
002081 CH Equity,-1.0
002123 CH Equity,1.0
002130 CH Equity,1.0
002142 CH Equity,1.0
002154 CH Equity,-1.0
002155 CH Equity,1.0
002192 CH Equity,-1.0
002236 CH Equity,1.0
002240 CH Equity,1.0
002249 CH Equity,1.0
002304 CH Equity,-1.0
002310 CH Equity,1.0
002312 CH Equity,1.0
002326 CH Equity,1.0
002331 CH Equity,1.0
002333 CH Equity,1.0
002335 CH Equity,1.0
002364 CH Equity,1.0
002367 CH Equity,-1.0
002419 CH Equity,1.0
002422 CH Equity,1.0
002425 CH Equity,1.0
002435 CH Equity,-1.0
002440 CH Equity,1.0
002449 CH Equity,1.0
002460 CH Equity,1.0
002461 CH Equity,1.0
002489 CH Equity,-1.0
002517 CH Equity,1.0
002541 CH Equity,1.0
002555 CH Equity,-1.0
002585 CH Equity,1.0
002594 CH Equity,1.0
002610 CH Equity,1.0
002624 CH Equity,-1.0
002709 CH Equity,1.0
002736 CH Equity,-1.0
002738 CH Equity,-1.0
002768 CH Equity,-1.0
002773 CH Equity,1.0
002791 CH Equity,1.0
002810 CH Equity,-1.0
002837 CH Equity,-1.0
002848 CH Equity,1.0
002886 CH Equity,-1.0
002895 CH Equity,1.0
002925 CH Equity,1.0
002932 CH Equity,1.0
002936 CH Equity,1.0
003012 CH Equity,1.0
003029 CH Equity,-1.0
003033 CH Equity,1.0
003035 CH Equity,1.0
300012 CH Equity,-1.0
300013 CH Equity,-1.0
300033 CH Equity,-1.0
300041 CH Equity,1.0
300059 CH Equity,-1.0
300082 CH Equity,1.0
300094 CH Equity,1.0
300115 CH Equity,1.0
300118 CH Equity,1.0
300120 CH Equity,-1.0
300153 CH Equity,1.0
300164 CH Equity,1.0
300217 CH Equity,-1.0
300229 CH Equity,1.0
300239 CH Equity,-1.0
300260 CH Equity,1.0
300285 CH Equity,-1.0
300296 CH Equity,1.0
300308 CH Equity,-1.0
300316 CH Equity,1.0
300318 CH Equity,1.0
300389 CH Equity,1.0
300393 CH Equity,-1.0
300394 CH Equity,1.0
300395 CH Equity,1.0
300408 CH Equity,-1.0
300418 CH Equity,1.0
300428 CH Equity,1.0
300433 CH Equity,-1.0
300459 CH Equity,1.0
300468 CH Equity,1.0
300477 CH Equity,1.0
300482 CH Equity,-1.0
300491 CH Equity,1.0
300494 CH Equity,-1.0
300521 CH Equity,-1.0
300538 CH Equity,-1.0
300571 CH Equity,1.0
300603 CH Equity,1.0
300607 CH Equity,1.0
300616 CH Equity,1.0
300634 CH Equity,1.0
300642 CH Equity,1.0
300644 CH Equity,-1.0
300652 CH Equity,1.0
300666 CH Equity,-1.0
300667 CH Equity,-1.0
300672 CH Equity,-1.0
300677 CH Equity,1.0
300687 CH Equity,1.0
300743 CH Equity,-1.0
300746 CH Equity,-1.0
300750 CH Equity,-1.0
300759 CH Equity,1.0
300760 CH Equity,-1.0
300781 CH Equity,-1.0
300783 CH Equity,-1.0
300839 CH Equity,-1.0
300909 CH Equity,1.0
