,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
688685 CH Equity,2022-04-26,BUY,迈信林,40524,0,0,16.23,6.5772,100000,0,0,Quant,Pattern 95,CN
688687 CH Equity,2022-04-26,BUY,凯因科技,41575,0,0,15.82,6.5772,100000,0,0,Quant,Pattern 95,CN
002444 CH Equity,2022-04-26,BUY,巨星科技,46846,0,0,14.04,6.5772,100000,0,0,Quant,Pattern 95,CN
002468 CH Equity,2022-04-26,BUY,申通快递,86314,0,0,7.62,6.5772,100000,0,0,Quant,Pattern 95,CN
002556 CH Equity,2022-04-26,BUY,辉隆股份,65185,0,0,10.09,6.5772,100000,0,0,Quant,Pattern 95,CN
002579 CH Equity,2022-04-26,BUY,中京电子,112816,0,0,5.83,6.5772,100000,0,0,Quant,Pattern 95,CN
002698 CH Equity,2022-04-26,BUY,博实股份,66302,0,0,9.92,6.5772,100000,0,0,Quant,Pattern 95,CN
002761 CH Equity,2022-04-26,BUY,浙江建投,31320,0,0,21.0,6.5772,100000,0,0,Quant,Pattern 95,CN
002837 CH Equity,2022-04-26,BUY,英维克,28584,0,0,23.01,6.5772,100000,0,0,Quant,Pattern 95,CN
002841 CH Equity,2022-04-26,BUY,视源股份,9860,0,0,66.7,6.5772,100000,0,0,Quant,Pattern 95,CN
002915 CH Equity,2022-04-26,BUY,中欣氟材,32480,0,0,20.25,6.5772,100000,0,0,Quant,Pattern 95,CN
002916 CH Equity,2022-04-26,BUY,深南电路,7057,0,0,93.19,6.5772,100000,0,0,Quant,Pattern 95,CN
300170 CH Equity,2022-04-26,BUY,汉得信息,114187,0,0,5.76,6.5772,100000,0,0,Quant,Pattern 95,CN
300172 CH Equity,2022-04-26,BUY,中电环保,155489,0,0,4.23,6.5772,100000,0,0,Quant,Pattern 95,CN
300240 CH Equity,2022-04-26,BUY,飞力达,70269,0,0,9.36,6.5772,100000,0,0,Quant,Pattern 95,CN
300308 CH Equity,2022-04-26,BUY,中际旭创,22648,0,0,29.04,6.5772,100000,0,0,Quant,Pattern 95,CN
300347 CH Equity,2022-04-26,BUY,泰格医药,7373,0,0,89.2,6.5772,100000,0,0,Quant,Pattern 95,CN
300364 CH Equity,2022-04-26,BUY,中文在线,75082,0,0,8.76,6.5772,100000,0,0,Quant,Pattern 95,CN
300374 CH Equity,2022-04-26,BUY,恒通科技,66841,0,0,9.84,6.5772,100000,0,0,Quant,Pattern 95,CN
300378 CH Equity,2022-04-26,BUY,鼎捷软件,47660,0,0,13.8,6.5772,100000,0,0,Quant,Pattern 95,CN
300390 CH Equity,2022-04-26,BUY,天华超净,13154,0,0,50.0,6.5772,100000,0,0,Quant,Pattern 95,CN
300398 CH Equity,2022-04-26,BUY,飞凯材料,33729,0,0,19.5,6.5772,100000,0,0,Quant,Pattern 95,CN
603605 CH Equity,2022-04-26,BUY,珀莱雅,3520,0,0,186.81,6.5772,100000,0,0,Quant,Pattern 95,CN
603737 CH Equity,2022-04-26,BUY,三棵树,9084,0,0,72.4,6.5772,100000,0,0,Quant,Pattern 95,CN
603816 CH Equity,2022-04-26,BUY,顾家家居,11766,0,0,55.9,6.5772,100000,0,0,Quant,Pattern 95,CN
603960 CH Equity,2022-04-26,BUY,克来机电,46980,0,0,14.0,6.5772,100000,0,0,Quant,Pattern 95,CN
605337 CH Equity,2022-04-26,BUY,李子园,21843,0,0,30.11,6.5772,100000,0,0,Quant,Pattern 95,CN
688009 CH Equity,2022-04-26,BUY,中国通号,157726,0,0,4.17,6.5772,100000,0,0,Quant,Pattern 95,CN
688015 CH Equity,2022-04-26,BUY,交控科技,25945,0,0,25.35,6.5772,100000,0,0,Quant,Pattern 95,CN
688019 CH Equity,2022-04-26,BUY,安集科技,2813,0,0,233.75,6.5772,100000,0,0,Quant,Pattern 95,CN
688055 CH Equity,2022-04-26,BUY,龙腾光电,140238,0,0,4.6899999999999995,6.5772,100000,0,0,Quant,Pattern 95,CN
688078 CH Equity,2022-04-26,BUY,龙软科技,15956,0,0,41.22,6.5772,100000,0,0,Quant,Pattern 95,CN
300827 CH Equity,2022-04-26,BUY,上能电气股份有限公司,14528,0,0,45.27,6.5772,100000,0,0,Quant,Pattern 95,CN
