,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
002014 CH Equity,2022-04-26,SELL,永新股份,-109174,0,0,6.02,6.5723,100000,0,0,Quant,Pattern 95,CN
002015 CH Equity,2022-04-26,SELL,协鑫能科,-50439,0,0,13.03,6.5723,100000,0,0,Quant,Pattern 95,CN
002019 CH Equity,2022-04-26,BUY,亿帆医药,57753,0,0,11.38,6.5723,100000,0,0,Quant,Pattern 95,CN
002027 CH Equity,2022-04-26,SELL,分众传媒,-124240,0,0,5.29,6.5723,100000,0,0,Quant,Pattern 95,CN
002033 CH Equity,2022-04-26,BUY,丽江股份,107566,0,0,6.11,6.5723,100000,0,0,Quant,Pattern 95,CN
002039 CH Equity,2022-04-26,BUY,黔源电力,41861,0,0,15.7,6.5723,100000,0,0,Quant,Pattern 95,CN
002041 CH Equity,2022-04-26,SELL,登海种业,-30441,0,0,21.59,6.5723,100000,0,0,Quant,Pattern 95,CN
002042 CH Equity,2022-04-26,SELL,华孚时尚,-177629,0,0,3.7,6.5723,100000,0,0,Quant,Pattern 95,CN
002051 CH Equity,2022-04-26,BUY,中工国际,85912,0,0,7.65,6.5723,100000,0,0,Quant,Pattern 95,CN
002057 CH Equity,2022-04-26,SELL,中钢天源,-89297,0,0,7.36,6.5723,100000,0,0,Quant,Pattern 95,CN
000555 CH Equity,2022-04-26,BUY,神州信息,69255,0,0,9.49,6.5723,100000,0,0,Quant,Pattern 95,CN
000568 CH Equity,2022-04-26,SELL,泸州老窖,-3410,0,0,192.7,6.5723,100000,0,0,Quant,Pattern 95,CN
000591 CH Equity,2022-04-26,BUY,太阳能,99429,0,0,6.61,6.5723,100000,0,0,Quant,Pattern 95,CN
000598 CH Equity,2022-04-26,SELL,兴蓉环境,-141036,0,0,4.66,6.5723,100000,0,0,Quant,Pattern 95,CN
000625 CH Equity,2022-04-26,SELL,长安汽车,-69769,0,0,9.42,6.5723,100000,0,0,Quant,Pattern 95,CN
000651 CH Equity,2022-04-26,BUY,格力电器,21401,0,0,30.71,6.5723,100000,0,0,Quant,Pattern 95,CN
000656 CH Equity,2022-04-26,BUY,金科股份,159909,0,0,4.11,6.5723,100000,0,0,Quant,Pattern 95,CN
000657 CH Equity,2022-04-26,BUY,中钨高新,71750,0,0,9.16,6.5723,100000,0,0,Quant,Pattern 95,CN
000661 CH Equity,2022-04-26,SELL,长春高新技术产业(集团)股份有,-4862,0,0,135.16,6.5723,100000,0,0,Quant,Pattern 95,CN
000666 CH Equity,2022-04-26,BUY,经纬纺机,81643,0,0,8.05,6.5723,100000,0,0,Quant,Pattern 95,CN
002562 CH Equity,2022-04-26,BUY,兄弟科技,135791,0,0,4.84,6.5723,100000,0,0,Quant,Pattern 95,CN
002566 CH Equity,2022-04-26,SELL,益盛药业,-90278,0,0,7.28,6.5723,100000,0,0,Quant,Pattern 95,CN
002579 CH Equity,2022-04-26,BUY,中京电子,112732,0,0,5.83,6.5723,100000,0,0,Quant,Pattern 95,CN
002584 CH Equity,2022-04-26,SELL,西陇科学,-95666,0,0,6.87,6.5723,100000,0,0,Quant,Pattern 95,CN
002585 CH Equity,2022-04-26,SELL,双星新材,-52161,0,0,12.6,6.5723,100000,0,0,Quant,Pattern 95,CN
002587 CH Equity,2022-04-26,SELL,奥拓电子,-165133,0,0,3.98,6.5723,100000,0,0,Quant,Pattern 95,CN
002597 CH Equity,2022-04-26,BUY,金禾实业,18671,0,0,35.2,6.5723,100000,0,0,Quant,Pattern 95,CN
002601 CH Equity,2022-04-26,SELL,龙佰集团,-38479,0,0,17.08,6.5723,100000,0,0,Quant,Pattern 95,CN
002602 CH Equity,2022-04-26,BUY,世纪华通,136922,0,0,4.8,6.5723,100000,0,0,Quant,Pattern 95,CN
002603 CH Equity,2022-04-26,BUY,以岭药业,24532,0,0,26.79,6.5723,100000,0,0,Quant,Pattern 95,CN
000032 CH Equity,2022-04-26,SELL,深桑达,-47972,0,0,13.7,6.5723,100000,0,0,Quant,Pattern 95,CN
000090 CH Equity,2022-04-26,SELL,天健集团,-112539,0,0,5.84,6.5723,100000,0,0,Quant,Pattern 95,CN
000301 CH Equity,2022-04-26,BUY,东方盛虹,56414,0,0,11.65,6.5723,100000,0,0,Quant,Pattern 95,CN
000333 CH Equity,2022-04-26,BUY,美的集团,11934,0,0,55.07,6.5723,100000,0,0,Quant,Pattern 95,CN
000338 CH Equity,2022-04-26,BUY,潍柴动力,61194,0,0,10.74,6.5723,100000,0,0,Quant,Pattern 95,CN
000400 CH Equity,2022-04-26,BUY,许继电气,47487,0,0,13.84,6.5723,100000,0,0,Quant,Pattern 95,CN
000415 CH Equity,2022-04-26,SELL,渤海租赁,-317502,0,0,2.07,6.5723,100000,0,0,Quant,Pattern 95,CN
000416 CH Equity,2022-04-26,BUY,民生控股,117572,0,0,5.59,6.5723,100000,0,0,Quant,Pattern 95,CN
000426 CH Equity,2022-04-26,SELL,兴业矿业,-101581,0,0,6.47,6.5723,100000,0,0,Quant,Pattern 95,CN
000537 CH Equity,2022-04-26,SELL,广宇发展,-60351,0,0,10.89,6.5723,100000,0,0,Quant,Pattern 95,CN
002284 CH Equity,2022-04-26,BUY,亚太股份,109174,0,0,6.02,6.5723,100000,0,0,Quant,Pattern 95,CN
002285 CH Equity,2022-04-26,BUY,世联行,225078,0,0,2.92,6.5723,100000,0,0,Quant,Pattern 95,CN
002299 CH Equity,2022-04-26,SELL,圣农发展,-39120,0,0,16.8,6.5723,100000,0,0,Quant,Pattern 95,CN
002305 CH Equity,2022-04-26,BUY,南国置业,256730,0,0,2.56,6.5723,100000,0,0,Quant,Pattern 95,CN
002326 CH Equity,2022-04-26,SELL,永太科技,-27046,0,0,24.3,6.5723,100000,0,0,Quant,Pattern 95,CN
002327 CH Equity,2022-04-26,BUY,富安娜,81643,0,0,8.05,6.5723,100000,0,0,Quant,Pattern 95,CN
002330 CH Equity,2022-04-26,SELL,得利斯,-88218,0,0,7.45,6.5723,100000,0,0,Quant,Pattern 95,CN
002378 CH Equity,2022-04-26,SELL,章源钨业,-110644,0,0,5.9399999999999995,6.5723,100000,0,0,Quant,Pattern 95,CN
002389 CH Equity,2022-04-26,BUY,航天彩虹,49193,0,0,13.36,6.5723,100000,0,0,Quant,Pattern 95,CN
002391 CH Equity,2022-04-26,SELL,长青股份,-100187,0,0,6.5600000000000005,6.5723,100000,0,0,Quant,Pattern 95,CN
000671 CH Equity,2022-04-26,SELL,阳光城,-269356,0,0,2.44,6.5723,100000,0,0,Quant,Pattern 95,CN
000676 CH Equity,2022-04-26,SELL,智度股份,-130402,0,0,5.04,6.5723,100000,0,0,Quant,Pattern 95,CN
000677 CH Equity,2022-04-26,SELL,恒天海龙,-198558,0,0,3.31,6.5723,100000,0,0,Quant,Pattern 95,CN
000683 CH Equity,2022-04-26,BUY,远兴能源,79857,0,0,8.23,6.5723,100000,0,0,Quant,Pattern 95,CN
000709 CH Equity,2022-04-26,SELL,河钢股份,-288258,0,0,2.2800000000000002,6.5723,100000,0,0,Quant,Pattern 95,CN
000710 CH Equity,2022-04-26,SELL,贝瑞基因,-46945,0,0,14.0,6.5723,100000,0,0,Quant,Pattern 95,CN
000713 CH Equity,2022-04-26,BUY,丰乐种业,68964,0,0,9.53,6.5723,100000,0,0,Quant,Pattern 95,CN
000715 CH Equity,2022-04-26,SELL,中兴商业,-78241,0,0,8.4,6.5723,100000,0,0,Quant,Pattern 95,CN
000723 CH Equity,2022-04-26,BUY,美锦能源,65396,0,0,10.05,6.5723,100000,0,0,Quant,Pattern 95,CN
000728 CH Equity,2022-04-26,SELL,国元证券,-94975,0,0,6.92,6.5723,100000,0,0,Quant,Pattern 95,CN
002734 CH Equity,2022-04-26,SELL,利民股份,-64057,0,0,10.26,6.5723,100000,0,0,Quant,Pattern 95,CN
002737 CH Equity,2022-04-26,SELL,葵花药业,-42347,0,0,15.52,6.5723,100000,0,0,Quant,Pattern 95,CN
002738 CH Equity,2022-04-26,BUY,中矿资源,10054,0,0,65.37,6.5723,100000,0,0,Quant,Pattern 95,CN
002746 CH Equity,2022-04-26,BUY,仙坛股份,76244,0,0,8.62,6.5723,100000,0,0,Quant,Pattern 95,CN
002761 CH Equity,2022-04-26,BUY,浙江建投,31296,0,0,21.0,6.5723,100000,0,0,Quant,Pattern 95,CN
002807 CH Equity,2022-04-26,SELL,江阴银行,-165133,0,0,3.98,6.5723,100000,0,0,Quant,Pattern 95,CN
002812 CH Equity,2022-04-26,SELL,恩捷股份,-3830,0,0,171.6,6.5723,100000,0,0,Quant,Pattern 95,CN
002821 CH Equity,2022-04-26,SELL,凯莱英,-2452,0,0,268.0,6.5723,100000,0,0,Quant,Pattern 95,CN
002831 CH Equity,2022-04-26,BUY,裕同科技,25773,0,0,25.5,6.5723,100000,0,0,Quant,Pattern 95,CN
002832 CH Equity,2022-04-26,SELL,比音勒芬,-28991,0,0,22.67,6.5723,100000,0,0,Quant,Pattern 95,CN
002064 CH Equity,2022-04-26,BUY,华峰化学,87864,0,0,7.48,6.5723,100000,0,0,Quant,Pattern 95,CN
002068 CH Equity,2022-04-26,SELL,黑猫股份,-74095,0,0,8.87,6.5723,100000,0,0,Quant,Pattern 95,CN
002075 CH Equity,2022-04-26,SELL,沙钢股份,-136922,0,0,4.8,6.5723,100000,0,0,Quant,Pattern 95,CN
002078 CH Equity,2022-04-26,BUY,太阳纸业,58681,0,0,11.2,6.5723,100000,0,0,Quant,Pattern 95,CN
002080 CH Equity,2022-04-26,BUY,中材科技,34320,0,0,19.15,6.5723,100000,0,0,Quant,Pattern 95,CN
002085 CH Equity,2022-04-26,SELL,万丰奥威,-187780,0,0,3.5,6.5723,100000,0,0,Quant,Pattern 95,CN
002097 CH Equity,2022-04-26,BUY,山河智能,101738,0,0,6.46,6.5723,100000,0,0,Quant,Pattern 95,CN
002124 CH Equity,2022-04-26,BUY,天邦股份,89663,0,0,7.33,6.5723,100000,0,0,Quant,Pattern 95,CN
002125 CH Equity,2022-04-26,SELL,湘潭电化,-66656,0,0,9.86,6.5723,100000,0,0,Quant,Pattern 95,CN
002127 CH Equity,2022-04-26,BUY,南极电商,151087,0,0,4.35,6.5723,100000,0,0,Quant,Pattern 95,CN
300390 CH Equity,2022-04-26,SELL,天华超净,-13144,0,0,50.0,6.5723,100000,0,0,Quant,Pattern 95,CN
300398 CH Equity,2022-04-26,BUY,飞凯材料,33704,0,0,19.5,6.5723,100000,0,0,Quant,Pattern 95,CN
300413 CH Equity,2022-04-26,BUY,芒果超媒,22725,0,0,28.92,6.5723,100000,0,0,Quant,Pattern 95,CN
300415 CH Equity,2022-04-26,BUY,伊之密,61653,0,0,10.66,6.5723,100000,0,0,Quant,Pattern 95,CN
300428 CH Equity,2022-04-26,BUY,四通新材,41205,0,0,15.95,6.5723,100000,0,0,Quant,Pattern 95,CN
300433 CH Equity,2022-04-26,BUY,蓝思科技,68604,0,0,9.58,6.5723,100000,0,0,Quant,Pattern 95,CN
300448 CH Equity,2022-04-26,SELL,浩云科技,-135791,0,0,4.84,6.5723,100000,0,0,Quant,Pattern 95,CN
300453 CH Equity,2022-04-26,BUY,三鑫医疗,73188,0,0,8.98,6.5723,100000,0,0,Quant,Pattern 95,CN
300460 CH Equity,2022-04-26,BUY,惠伦晶体,57450,0,0,11.44,6.5723,100000,0,0,Quant,Pattern 95,CN
300468 CH Equity,2022-04-26,SELL,四方精创,-42984,0,0,15.29,6.5723,100000,0,0,Quant,Pattern 95,CN
300087 CH Equity,2022-04-26,SELL,荃银高科,-28062,0,0,23.42,6.5723,100000,0,0,Quant,Pattern 95,CN
300118 CH Equity,2022-04-26,BUY,东方日升,40370,0,0,16.28,6.5723,100000,0,0,Quant,Pattern 95,CN
300124 CH Equity,2022-04-26,SELL,汇川技术,-13836,0,0,47.5,6.5723,100000,0,0,Quant,Pattern 95,CN
300146 CH Equity,2022-04-26,SELL,汤臣倍健,-34446,0,0,19.08,6.5723,100000,0,0,Quant,Pattern 95,CN
300162 CH Equity,2022-04-26,SELL,雷曼光電,-113707,0,0,5.78,6.5723,100000,0,0,Quant,Pattern 95,CN
300166 CH Equity,2022-04-26,SELL,东方国信,-80840,0,0,8.13,6.5723,100000,0,0,Quant,Pattern 95,CN
300170 CH Equity,2022-04-26,BUY,汉得信息,114102,0,0,5.76,6.5723,100000,0,0,Quant,Pattern 95,CN
300171 CH Equity,2022-04-26,SELL,东富龙,-21464,0,0,30.62,6.5723,100000,0,0,Quant,Pattern 95,CN
300172 CH Equity,2022-04-26,BUY,中电环保,155373,0,0,4.23,6.5723,100000,0,0,Quant,Pattern 95,CN
300188 CH Equity,2022-04-26,BUY,美亚柏科,49865,0,0,13.18,6.5723,100000,0,0,Quant,Pattern 95,CN
000989 CH Equity,2022-04-26,BUY,九 芝 堂,72461,0,0,9.07,6.5723,100000,0,0,Quant,Pattern 95,CN
000993 CH Equity,2022-04-26,SELL,闽东电力,-49452,0,0,13.29,6.5723,100000,0,0,Quant,Pattern 95,CN
000995 CH Equity,2022-04-26,BUY,ST皇台,43786,0,0,15.01,6.5723,100000,0,0,Quant,Pattern 95,CN
001205 CH Equity,2022-04-26,SELL,盛航股份,-37027,0,0,17.75,6.5723,100000,0,0,Quant,Pattern 95,CN
001211 CH Equity,2022-04-26,SELL,双枪科技,-27237,0,0,24.13,6.5723,100000,0,0,Quant,Pattern 95,CN
001234 CH Equity,2022-04-26,SELL,江苏泰慕士针纺科技股份有限公,-19940,0,0,32.96,6.5723,100000,0,0,Quant,Pattern 95,CN
002001 CH Equity,2022-04-26,BUY,新 和 成,24396,0,0,26.94,6.5723,100000,0,0,Quant,Pattern 95,CN
002008 CH Equity,2022-04-26,SELL,大族激光,-24532,0,0,26.79,6.5723,100000,0,0,Quant,Pattern 95,CN
002010 CH Equity,2022-04-26,SELL,传化智联,-120151,0,0,5.47,6.5723,100000,0,0,Quant,Pattern 95,CN
002011 CH Equity,2022-04-26,SELL,盾安环境,-100647,0,0,6.53,6.5723,100000,0,0,Quant,Pattern 95,CN
002920 CH Equity,2022-04-26,SELL,德赛西威,-6279,0,0,104.66,6.5723,100000,0,0,Quant,Pattern 95,CN
002925 CH Equity,2022-04-26,SELL,盈趣科技,-30986,0,0,21.21,6.5723,100000,0,0,Quant,Pattern 95,CN
002927 CH Equity,2022-04-26,SELL,泰永长征,-72064,0,0,9.12,6.5723,100000,0,0,Quant,Pattern 95,CN
002932 CH Equity,2022-04-26,BUY,明德生物,5506,0,0,119.36,6.5723,100000,0,0,Quant,Pattern 95,CN
002949 CH Equity,2022-04-26,BUY,华阳国际,55322,0,0,11.88,6.5723,100000,0,0,Quant,Pattern 95,CN
002967 CH Equity,2022-04-26,SELL,广电计量,-45232,0,0,14.53,6.5723,100000,0,0,Quant,Pattern 95,CN
002979 CH Equity,2022-04-26,SELL,雷赛智能,-44800,0,0,14.67,6.5723,100000,0,0,Quant,Pattern 95,CN
002984 CH Equity,2022-04-26,BUY,森麒麟,26533,0,0,24.77,6.5723,100000,0,0,Quant,Pattern 95,CN
002987 CH Equity,2022-04-26,BUY,京北方,28991,0,0,22.67,6.5723,100000,0,0,Quant,Pattern 95,CN
002993 CH Equity,2022-04-26,SELL,奥海科技,-23076,0,0,28.48,6.5723,100000,0,0,Quant,Pattern 95,CN
002130 CH Equity,2022-04-26,SELL,沃尔核材,-126390,0,0,5.2,6.5723,100000,0,0,Quant,Pattern 95,CN
002131 CH Equity,2022-04-26,SELL,利欧股份,-403208,0,0,1.63,6.5723,100000,0,0,Quant,Pattern 95,CN
002139 CH Equity,2022-04-26,SELL,拓邦股份,-84694,0,0,7.76,6.5723,100000,0,0,Quant,Pattern 95,CN
002146 CH Equity,2022-04-26,SELL,荣盛发展,-187245,0,0,3.51,6.5723,100000,0,0,Quant,Pattern 95,CN
002151 CH Equity,2022-04-26,SELL,北斗星通,-24145,0,0,27.22,6.5723,100000,0,0,Quant,Pattern 95,CN
002155 CH Equity,2022-04-26,SELL,湖南黄金,-72541,0,0,9.06,6.5723,100000,0,0,Quant,Pattern 95,CN
002166 CH Equity,2022-04-26,SELL,莱茵生物,-83617,0,0,7.86,6.5723,100000,0,0,Quant,Pattern 95,CN
002183 CH Equity,2022-04-26,BUY,怡 亚 通,128616,0,0,5.11,6.5723,100000,0,0,Quant,Pattern 95,CN
002191 CH Equity,2022-04-26,BUY,劲嘉股份,78334,0,0,8.39,6.5723,100000,0,0,Quant,Pattern 95,CN
002206 CH Equity,2022-04-26,SELL,海 利 得,-142257,0,0,4.62,6.5723,100000,0,0,Quant,Pattern 95,CN
002606 CH Equity,2022-04-26,SELL,大连电瓷,-94701,0,0,6.9399999999999995,6.5723,100000,0,0,Quant,Pattern 95,CN
002608 CH Equity,2022-04-26,SELL,江苏国信,-119496,0,0,5.5,6.5723,100000,0,0,Quant,Pattern 95,CN
002610 CH Equity,2022-04-26,SELL,爱康科技,-251812,0,0,2.61,6.5723,100000,0,0,Quant,Pattern 95,CN
002631 CH Equity,2022-04-26,SELL,德尔未来,-120151,0,0,5.47,6.5723,100000,0,0,Quant,Pattern 95,CN
002633 CH Equity,2022-04-26,SELL,申科股份,-86705,0,0,7.58,6.5723,100000,0,0,Quant,Pattern 95,CN
002635 CH Equity,2022-04-26,SELL,安洁科技,-53871,0,0,12.2,6.5723,100000,0,0,Quant,Pattern 95,CN
002637 CH Equity,2022-04-26,SELL,赞宇科技,-44923,0,0,14.63,6.5723,100000,0,0,Quant,Pattern 95,CN
002642 CH Equity,2022-04-26,SELL,荣联科技,-139836,0,0,4.7,6.5723,100000,0,0,Quant,Pattern 95,CN
002645 CH Equity,2022-04-26,SELL,华宏科技,-41491,0,0,15.84,6.5723,100000,0,0,Quant,Pattern 95,CN
002648 CH Equity,2022-04-26,SELL,卫星化学股份有限公司,-19537,0,0,33.64,6.5723,100000,0,0,Quant,Pattern 95,CN
002405 CH Equity,2022-04-26,SELL,四维图新,-56029,0,0,11.73,6.5723,100000,0,0,Quant,Pattern 95,CN
002409 CH Equity,2022-04-26,BUY,雅克科技,16600,0,0,39.59,6.5723,100000,0,0,Quant,Pattern 95,CN
002415 CH Equity,2022-04-26,SELL,海康威视,-16638,0,0,39.5,6.5723,100000,0,0,Quant,Pattern 95,CN
002422 CH Equity,2022-04-26,BUY,科伦药业,43669,0,0,15.05,6.5723,100000,0,0,Quant,Pattern 95,CN
002459 CH Equity,2022-04-26,SELL,晶澳科技,-9456,0,0,69.5,6.5723,100000,0,0,Quant,Pattern 95,CN
002468 CH Equity,2022-04-26,BUY,申通快递,86250,0,0,7.62,6.5723,100000,0,0,Quant,Pattern 95,CN
002475 CH Equity,2022-04-26,SELL,立讯精密,-24496,0,0,26.83,6.5723,100000,0,0,Quant,Pattern 95,CN
002476 CH Equity,2022-04-26,SELL,宝莫股份,-141644,0,0,4.64,6.5723,100000,0,0,Quant,Pattern 95,CN
002494 CH Equity,2022-04-26,SELL,华斯股份,-159521,0,0,4.12,6.5723,100000,0,0,Quant,Pattern 95,CN
002496 CH Equity,2022-04-26,SELL,ST辉丰,-255731,0,0,2.57,6.5723,100000,0,0,Quant,Pattern 95,CN
300783 CH Equity,2022-04-26,BUY,三只松鼠,27361,0,0,24.02,6.5723,100000,0,0,Quant,Pattern 95,CN
300789 CH Equity,2022-04-26,BUY,唐源电气,36573,0,0,17.97,6.5723,100000,0,0,Quant,Pattern 95,CN
300806 CH Equity,2022-04-26,BUY,斯迪克,20098,0,0,32.7,6.5723,100000,0,0,Quant,Pattern 95,CN
300809 CH Equity,2022-04-26,SELL,华辰装备,-21373,0,0,30.75,6.5723,100000,0,0,Quant,Pattern 95,CN
300837 CH Equity,2022-04-26,BUY,浙矿股份,18353,0,0,35.81,6.5723,100000,0,0,Quant,Pattern 95,CN
300850 CH Equity,2022-04-26,SELL,新强联,-6867,0,0,95.7,6.5723,100000,0,0,Quant,Pattern 95,CN
300866 CH Equity,2022-04-26,SELL,安克创新,-12261,0,0,53.6,6.5723,100000,0,0,Quant,Pattern 95,CN
300876 CH Equity,2022-04-26,BUY,蒙泰高新,31888,0,0,20.61,6.5723,100000,0,0,Quant,Pattern 95,CN
300887 CH Equity,2022-04-26,SELL,谱尼测试,-11630,0,0,56.51,6.5723,100000,0,0,Quant,Pattern 95,CN
300895 CH Equity,2022-04-26,BUY,铜牛信息,24541,0,0,26.78,6.5723,100000,0,0,Quant,Pattern 95,CN
002517 CH Equity,2022-04-26,BUY,恺英网络,165967,0,0,3.96,6.5723,100000,0,0,Quant,Pattern 95,CN
002524 CH Equity,2022-04-26,SELL,光正眼科,-111018,0,0,5.92,6.5723,100000,0,0,Quant,Pattern 95,CN
002528 CH Equity,2022-04-26,SELL,英飞拓,-210650,0,0,3.12,6.5723,100000,0,0,Quant,Pattern 95,CN
002538 CH Equity,2022-04-26,SELL,司尔特,-93224,0,0,7.05,6.5723,100000,0,0,Quant,Pattern 95,CN
002544 CH Equity,2022-04-26,SELL,杰赛科技,-33790,0,0,19.45,6.5723,100000,0,0,Quant,Pattern 95,CN
002549 CH Equity,2022-04-26,BUY,凯美特气,48864,0,0,13.45,6.5723,100000,0,0,Quant,Pattern 95,CN
002550 CH Equity,2022-04-26,BUY,千红制药,121260,0,0,5.42,6.5723,100000,0,0,Quant,Pattern 95,CN
002555 CH Equity,2022-04-26,SELL,三七互娱网络科技集团股份有限,-33361,0,0,19.7,6.5723,100000,0,0,Quant,Pattern 95,CN
002557 CH Equity,2022-04-26,SELL,洽洽食品,-11632,0,0,56.5,6.5723,100000,0,0,Quant,Pattern 95,CN
002561 CH Equity,2022-04-26,SELL,徐家汇,-84803,0,0,7.75,6.5723,100000,0,0,Quant,Pattern 95,CN
300196 CH Equity,2022-04-26,SELL,长海股份,-51186,0,0,12.84,6.5723,100000,0,0,Quant,Pattern 95,CN
300214 CH Equity,2022-04-26,SELL,日科化学,-102692,0,0,6.4,6.5723,100000,0,0,Quant,Pattern 95,CN
300218 CH Equity,2022-04-26,BUY,安利股份,56173,0,0,11.7,6.5723,100000,0,0,Quant,Pattern 95,CN
300219 CH Equity,2022-04-26,SELL,鸿利智汇,-97511,0,0,6.74,6.5723,100000,0,0,Quant,Pattern 95,CN
300231 CH Equity,2022-04-26,SELL,银信科技,-98094,0,0,6.7,6.5723,100000,0,0,Quant,Pattern 95,CN
300240 CH Equity,2022-04-26,BUY,飞力达,70216,0,0,9.36,6.5723,100000,0,0,Quant,Pattern 95,CN
300241 CH Equity,2022-04-26,BUY,瑞丰光电,129121,0,0,5.09,6.5723,100000,0,0,Quant,Pattern 95,CN
300259 CH Equity,2022-04-26,BUY,新天科技,169389,0,0,3.88,6.5723,100000,0,0,Quant,Pattern 95,CN
300267 CH Equity,2022-04-26,BUY,尔康制药,207328,0,0,3.17,6.5723,100000,0,0,Quant,Pattern 95,CN
300275 CH Equity,2022-04-26,SELL,梅安森,-60854,0,0,10.8,6.5723,100000,0,0,Quant,Pattern 95,CN
300339 CH Equity,2022-04-26,SELL,润和软件,-51346,0,0,12.8,6.5723,100000,0,0,Quant,Pattern 95,CN
300344 CH Equity,2022-04-26,BUY,立方数科,165549,0,0,3.9699999999999998,6.5723,100000,0,0,Quant,Pattern 95,CN
300347 CH Equity,2022-04-26,BUY,泰格医药,7368,0,0,89.2,6.5723,100000,0,0,Quant,Pattern 95,CN
300355 CH Equity,2022-04-26,BUY,蒙草生态,179571,0,0,3.66,6.5723,100000,0,0,Quant,Pattern 95,CN
300363 CH Equity,2022-04-26,BUY,博腾股份,9339,0,0,70.37,6.5723,100000,0,0,Quant,Pattern 95,CN
300376 CH Equity,2022-04-26,SELL,易事特,-111018,0,0,5.92,6.5723,100000,0,0,Quant,Pattern 95,CN
300378 CH Equity,2022-04-26,BUY,鼎捷软件,47625,0,0,13.8,6.5723,100000,0,0,Quant,Pattern 95,CN
300384 CH Equity,2022-04-26,SELL,三联虹普,-46546,0,0,14.12,6.5723,100000,0,0,Quant,Pattern 95,CN
300385 CH Equity,2022-04-26,SELL,雪浪环境,-108097,0,0,6.08,6.5723,100000,0,0,Quant,Pattern 95,CN
300386 CH Equity,2022-04-26,SELL,飞天诚信,-70975,0,0,9.26,6.5723,100000,0,0,Quant,Pattern 95,CN
300623 CH Equity,2022-04-26,SELL,捷捷微电,-35296,0,0,18.62,6.5723,100000,0,0,Quant,Pattern 95,CN
300629 CH Equity,2022-04-26,SELL,新劲刚,-33395,0,0,19.68,6.5723,100000,0,0,Quant,Pattern 95,CN
300630 CH Equity,2022-04-26,BUY,普利制药,27339,0,0,24.04,6.5723,100000,0,0,Quant,Pattern 95,CN
300631 CH Equity,2022-04-26,SELL,久吾高科,-27979,0,0,23.49,6.5723,100000,0,0,Quant,Pattern 95,CN
300639 CH Equity,2022-04-26,BUY,凯普生物,21907,0,0,30.0,6.5723,100000,0,0,Quant,Pattern 95,CN
300641 CH Equity,2022-04-26,SELL,正丹股份,-134402,0,0,4.89,6.5723,100000,0,0,Quant,Pattern 95,CN
300662 CH Equity,2022-04-26,SELL,科锐国际,-16144,0,0,40.71,6.5723,100000,0,0,Quant,Pattern 95,CN
300663 CH Equity,2022-04-26,SELL,科蓝软件,-54316,0,0,12.1,6.5723,100000,0,0,Quant,Pattern 95,CN
300681 CH Equity,2022-04-26,SELL,英搏尔,-10350,0,0,63.5,6.5723,100000,0,0,Quant,Pattern 95,CN
300700 CH Equity,2022-04-26,BUY,岱勒新材,40123,0,0,16.38,6.5723,100000,0,0,Quant,Pattern 95,CN
002837 CH Equity,2022-04-26,BUY,英维克,28562,0,0,23.01,6.5723,100000,0,0,Quant,Pattern 95,CN
002841 CH Equity,2022-04-26,BUY,视源股份,9853,0,0,66.7,6.5723,100000,0,0,Quant,Pattern 95,CN
002852 CH Equity,2022-04-26,BUY,道道全,54906,0,0,11.97,6.5723,100000,0,0,Quant,Pattern 95,CN
002858 CH Equity,2022-04-26,SELL,力盛赛车,-61653,0,0,10.66,6.5723,100000,0,0,Quant,Pattern 95,CN
002860 CH Equity,2022-04-26,SELL,星帅尔,-49415,0,0,13.3,6.5723,100000,0,0,Quant,Pattern 95,CN
002881 CH Equity,2022-04-26,SELL,美格智能,-24441,0,0,26.89,6.5723,100000,0,0,Quant,Pattern 95,CN
002890 CH Equity,2022-04-26,SELL,弘宇股份,-44679,0,0,14.71,6.5723,100000,0,0,Quant,Pattern 95,CN
002895 CH Equity,2022-04-26,BUY,川恒股份,27766,0,0,23.67,6.5723,100000,0,0,Quant,Pattern 95,CN
002896 CH Equity,2022-04-26,SELL,宁波中大力德智能传动股份有限,-39759,0,0,16.53,6.5723,100000,0,0,Quant,Pattern 95,CN
002916 CH Equity,2022-04-26,BUY,深南电路,7052,0,0,93.19,6.5723,100000,0,0,Quant,Pattern 95,CN
300722 CH Equity,2022-04-26,BUY,新余国科,25854,0,0,25.42,6.5723,100000,0,0,Quant,Pattern 95,CN
300723 CH Equity,2022-04-26,BUY,一品红,26662,0,0,24.65,6.5723,100000,0,0,Quant,Pattern 95,CN
300737 CH Equity,2022-04-26,BUY,科顺股份,62772,0,0,10.47,6.5723,100000,0,0,Quant,Pattern 95,CN
300750 CH Equity,2022-04-26,BUY,宁德时代,1684,0,0,390.1,6.5723,100000,0,0,Quant,Pattern 95,CN
300751 CH Equity,2022-04-26,BUY,迈为股份,2094,0,0,313.79,6.5723,100000,0,0,Quant,Pattern 95,CN
300759 CH Equity,2022-04-26,BUY,康龙化成,5775,0,0,113.8,6.5723,100000,0,0,Quant,Pattern 95,CN
300762 CH Equity,2022-04-26,BUY,上海瀚讯,46744,0,0,14.06,6.5723,100000,0,0,Quant,Pattern 95,CN
