info,tradeDetail
S43框架EA修正-hsce,"2021-10-06:00883 持有期,收益为 0.02%,明日信号为 平仓"
S43框架EA修正-hsce,"2021-10-06:01109 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-07:01109 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-07:00883 开盘平仓,开盘收益为 -0.02%,明日信号为 平仓"
S43框架EA修正-hsce,"2021-10-08:01109 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-08:00291 开盘建仓,当日收益为 0.03%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-11:00291 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-11:01109 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-12:00291 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-12:01109 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-12:00762 开盘建仓,当日收益为 0.00%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-15:00291 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-15:00762 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-15:01109 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-18:00291 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-18:00762 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-18:01109 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-19:00291 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-19:00762 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-19:01109 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-20:00291 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-20:00762 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-20:01109 持有期,收益为 0.00%,明日信号为 平仓"
S43框架EA修正-hsce,"2021-10-21:00291 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-21:00762 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-21:01109 开盘平仓,开盘收益为 0.00%,明日信号为 平仓"
S43框架EA修正-hsce,"2021-10-22:00291 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-22:00762 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-25:00291 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-25:00762 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-hsce,"2021-10-25:00960 开盘建仓,当日收益为 0.02%,明日信号为 多"
