x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
long-A-f,23.05,-51.45,-33.60,320.54,30.36,14,8,26.89,0.91,1235,1.72,20.48,83.85,0.86,56.58
short-A-f,-2.64,-78.93,-49.08,165.66,0.77,11,9,28.52,0.05,123,1.83,-4.94,31.60,-0.09,53.89
long-short-A-f,12.00,-10.99,-0.75,30.74,13.23,10,14,5.35,2.15,231,0.34,13.81,20.89,2.24,54.39
long-A-tgd,25.17,-54.32,-37.09,369.59,33.00,13,7,27.72,0.95,1234,1.77,19.86,90.25,0.91,57.00
short-A-tgd,-5.22,-81.54,-51.12,148.06,-2.32,9,9,27.52,-0.06,120,1.76,-6.88,26.44,-0.19,53.77
long-short-A-tgd,14.83,-7.08,3.06,38.47,15.76,14,8,4.54,3.07,99,0.29,15.09,24.00,3.27,58.36
long-A-tgd_skew,27.19,-55.80,-29.77,342.86,34.69,16,8,28.06,1.00,926,1.80,23.35,90.07,0.97,57.37
short-A-tgd_skew,-6.56,-84.59,-52.81,179.92,-2.74,10,9,29.16,-0.09,126,1.87,-8.04,29.22,-0.23,54.18
long-short-A-tgd_skew,16.34,-5.17,3.78,31.36,17.13,14,8,4.95,3.08,61,0.32,16.90,24.27,3.30,58.32
long-000300-f,16.25,-42.55,-28.75,281.60,24.88,13,11,22.99,0.77,683,1.47,12.52,98.91,0.71,52.36
short-000300-f,3.24,-47.68,-35.45,120.25,7.76,10,9,26.38,0.25,1236,1.69,1.99,41.59,0.12,52.61
long-short-000300-f,5.28,-22.20,-18.26,41.48,5.93,18,11,8.56,0.64,749,0.55,4.94,22.40,0.62,50.95
long-000300-tgd,16.55,-45.56,-37.14,342.70,27.29,12,11,23.95,0.76,1326,1.53,11.54,106.77,0.69,52.77
short-000300-tgd,-0.70,-45.51,-38.33,83.56,3.20,10,9,24.53,0.09,1353,1.57,0.25,32.50,-0.03,51.86
long-short-000300-tgd,7.97,-18.56,-12.69,61.44,9.12,13,11,7.32,1.09,1172,0.47,5.94,36.47,1.09,52.40
long-000300-tgd_skew,17.72,-43.49,-36.60,312.98,27.51,13,9,23.82,0.81,908,1.52,12.36,107.36,0.74,52.86
short-000300-tgd_skew,-4.60,-69.96,-53.67,136.74,1.53,9,9,26.07,-0.05,493,1.67,-4.40,38.42,-0.18,51.78
long-short-000300-tgd_skew,10.42,-20.97,-17.05,53.97,10.78,11,10,7.90,1.29,807,0.51,10.63,31.58,1.32,52.24
long-000905-f,16.39,-55.53,-49.23,316.06,23.05,12,7,27.54,0.69,70,1.76,13.96,68.87,0.60,55.63
short-000905-f,-1.65,-69.40,-45.19,126.98,1.62,9,7,28.12,0.08,298,1.80,-4.39,34.18,-0.06,53.02
long-short-000905-f,8.47,-14.80,-13.58,35.45,9.27,12,9,6.58,1.27,642,0.42,9.92,21.20,1.29,53.52
long-000905-tgd,17.47,-54.98,-47.45,303.03,22.82,15,9,27.60,0.72,99,1.77,14.03,66.27,0.63,55.50
short-000905-tgd,-3.24,-69.98,-45.35,127.52,-0.27,10,9,27.62,0.02,310,1.77,-5.51,26.12,-0.12,51.90
long-short-000905-tgd,10.01,-10.49,-7.22,36.30,10.11,12,13,5.60,1.73,399,0.36,10.72,20.67,1.79,54.59
long-000905-tgd_skew,18.65,-51.64,-41.79,319.15,24.85,10,12,27.55,0.76,1700,1.76,14.33,77.57,0.68,55.09
short-000905-tgd_skew,-4.65,-75.36,-50.70,166.79,-0.23,10,8,28.92,-0.02,362,1.85,-6.64,26.03,-0.16,53.52
long-short-000905-tgd_skew,11.10,-9.27,-8.53,27.16,11.02,11,10,6.41,1.68,395,0.41,11.12,21.50,1.73,54.06
