info,tradeDetail
S43框架EA修正-HK,"2021-10-06:00005 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-HK,"2021-10-06:00883 持有期,收益为 0.02%,明日信号为 平仓"
S43框架EA修正-HK,"2021-10-06:01109 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-07:00005 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-HK,"2021-10-07:01109 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-07:01876 开盘建仓,当日收益为 0.02%,明日信号为 多"
S43框架EA修正-HK,"2021-10-07:00883 开盘平仓,开盘收益为 -0.02%,明日信号为 平仓"
S43框架EA修正-HK,"2021-10-08:00005 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-08:01109 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-08:01876 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-11:00005 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-HK,"2021-10-11:01109 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-11:01876 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-12:00005 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-12:01109 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-HK,"2021-10-12:01876 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-12:00011 开盘建仓,当日收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-12:00762 开盘建仓,当日收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-15:00005 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-HK,"2021-10-15:00011 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-HK,"2021-10-15:00762 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-15:01109 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-HK,"2021-10-15:01876 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-HK,"2021-10-18:00005 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-18:00011 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-18:00762 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-18:01109 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-18:01876 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-19:00005 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-19:00011 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-19:00762 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-19:01109 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-19:01876 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-HK,"2021-10-20:00005 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-20:00011 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-20:00762 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-20:01109 持有期,收益为 0.00%,明日信号为 平仓"
S43框架EA修正-HK,"2021-10-20:01876 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-21:00005 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-21:00011 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-21:00762 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-21:01876 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-HK,"2021-10-21:01109 开盘平仓,开盘收益为 0.00%,明日信号为 平仓"
S43框架EA修正-HK,"2021-10-22:00005 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-22:00011 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-22:00762 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-22:01876 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-25:00005 持有期,收益为 0.00%,明日信号为 平仓"
S43框架EA修正-HK,"2021-10-25:00011 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-25:00762 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-25:01876 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-HK,"2021-10-26:00011 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-26:00762 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-26:01876 持有期,收益为 0.04%,明日信号为 多"
S43框架EA修正-HK,"2021-10-26:00005 开盘平仓,开盘收益为 0.01%,明日信号为 平仓"
S43框架EA修正-HK,"2021-10-27:00011 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-27:00762 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-27:01876 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-28:00011 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-10-28:00762 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-28:01876 持有期,收益为 0.09%,明日信号为 多"
S43框架EA修正-HK,"2021-10-29:00011 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-29:00762 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-10-29:01876 持有期,收益为 0.04%,明日信号为 多"
S43框架EA修正-HK,"2021-11-01:00011 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-11-01:00762 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-11-01:01876 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-11-02:00011 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-11-02:00762 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-11-02:01876 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-11-03:00011 持有期,收益为 -0.00%,明日信号为 平仓"
S43框架EA修正-HK,"2021-11-03:00762 持有期,收益为 -0.00%,明日信号为 平仓"
S43框架EA修正-HK,"2021-11-03:01876 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2021-11-04:01876 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2021-11-04:00011 开盘平仓,开盘收益为 0.00%,明日信号为 平仓"
S43框架EA修正-HK,"2021-11-04:00762 开盘平仓,开盘收益为 0.01%,明日信号为 平仓"
S43框架EA修正-HK,"2021-11-05:01876 持有期,收益为 0.01%,明日信号为 多"
