info,tradeDetail
S43框架EA修正-kosdaq,"2021-10-05:000440 持有期,收益为 0.15%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:005860 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:007370 持有期,收益为 -0.14%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:014970 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:017000 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:027710 持有期,收益为 -0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:030190 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:033200 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:033640 持有期,收益为 0.05%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-05:035200 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:035900 持有期,收益为 0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:036170 持有期,收益为 -0.08%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:036800 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:037230 持有期,收益为 -0.10%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:039980 持有期,收益为 -0.06%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:041510 持有期,收益为 0.11%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:041920 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:041930 持有期,收益为 -0.02%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-05:043370 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:045390 持有期,收益为 -0.06%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:046940 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:047770 持有期,收益为 -0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:048470 持有期,收益为 -0.09%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:051490 持有期,收益为 -0.06%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:054090 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:054780 持有期,收益为 0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:057680 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:060250 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:060310 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:065350 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:065370 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:066790 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:067280 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:068930 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:070590 持有期,收益为 -0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:072470 持有期,收益为 0.30%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:075970 持有期,收益为 0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:082850 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:086390 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:091580 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:095610 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:096530 持有期,收益为 -0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:096690 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:104460 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:110020 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:115440 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:122870 持有期,收益为 0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:123330 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:126340 持有期,收益为 -0.02%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-05:158430 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:171120 持有期,收益为 -0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:189300 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:196490 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:197140 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:208370 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:215360 持有期,收益为 0.10%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:217330 持有期,收益为 -0.00%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-05:217730 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:219130 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:220260 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:225590 持有期,收益为 0.01%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-05:228670 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:234100 持有期,收益为 0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:241520 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:241840 持有期,收益为 0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:253450 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:254120 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:258830 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:263800 持有期,收益为 0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:263860 持有期,收益为 0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:284620 持有期,收益为 -0.10%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:290660 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:302550 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:038540 开盘建仓,当日收益为 0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:312610 开盘建仓,当日收益为 -0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:335870 开盘建仓,当日收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-05:004590 开盘平仓,开盘收益为 -0.01%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-05:032850 开盘平仓,开盘收益为 0.00%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-05:053300 开盘平仓,开盘收益为 -0.02%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-05:065680 开盘平仓,开盘收益为 -0.02%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-05:087600 开盘平仓,开盘收益为 -0.01%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-05:089010 开盘平仓,开盘收益为 -0.02%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-05:093520 开盘平仓,开盘收益为 -0.01%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-05:101330 开盘平仓,开盘收益为 -0.01%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-06:000440 持有期,收益为 0.06%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:005860 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:007370 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:014970 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:017000 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:027710 持有期,收益为 -0.08%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:030190 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:033200 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:035200 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:035900 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:036170 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:036800 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:037230 持有期,收益为 -0.09%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:038540 持有期,收益为 0.08%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:039980 持有期,收益为 -0.06%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:041510 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:041920 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:043370 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:045390 持有期,收益为 -0.06%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:046940 持有期,收益为 -0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:047770 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:048470 持有期,收益为 -0.06%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:051490 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:054090 持有期,收益为 -0.06%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:054780 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:057680 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:060250 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:060310 持有期,收益为 -0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:065350 持有期,收益为 -0.10%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:065370 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:066790 持有期,收益为 -0.02%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-06:067280 持有期,收益为 -0.02%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-06:068930 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:070590 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:072470 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:075970 持有期,收益为 -0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:082850 持有期,收益为 -0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:086390 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:091580 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:095610 持有期,收益为 -0.03%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-06:096530 持有期,收益为 -0.08%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:096690 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:104460 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:110020 持有期,收益为 0.01%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-06:115440 持有期,收益为 -0.04%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-06:122870 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:123330 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:158430 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:171120 持有期,收益为 -0.06%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:189300 持有期,收益为 -0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:196490 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:197140 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:208370 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:215360 持有期,收益为 -0.11%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:217730 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:219130 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:220260 持有期,收益为 0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:228670 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:234100 持有期,收益为 -0.09%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:241520 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:241840 持有期,收益为 0.06%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:253450 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:254120 持有期,收益为 0.16%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:258830 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:263800 持有期,收益为 -0.12%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:263860 持有期,收益为 -0.08%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:284620 持有期,收益为 -0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:290660 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:302550 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:312610 持有期,收益为 0.11%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:335870 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-06:033640 开盘平仓,开盘收益为 -0.01%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-06:041930 开盘平仓,开盘收益为 0.01%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-06:126340 开盘平仓,开盘收益为 0.01%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-06:217330 开盘平仓,开盘收益为 0.00%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-06:225590 开盘平仓,开盘收益为 -0.01%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-07:000440 持有期,收益为 -0.15%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:005860 持有期,收益为 0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:007370 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:014970 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:017000 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:027710 持有期,收益为 0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:030190 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:033200 持有期,收益为 0.06%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:035200 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:035900 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:036170 持有期,收益为 0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:036800 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:037230 持有期,收益为 0.07%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:038540 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:039980 持有期,收益为 0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:041510 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:041920 持有期,收益为 0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:043370 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:045390 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:046940 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:047770 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:048470 持有期,收益为 0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:051490 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:054090 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:054780 持有期,收益为 0.05%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:057680 持有期,收益为 -0.00%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-07:060250 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:060310 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:065350 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:065370 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:068930 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:070590 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:072470 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:075970 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:082850 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:086390 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:091580 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:096530 持有期,收益为 0.01%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-07:096690 持有期,收益为 0.01%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-07:104460 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:122870 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-kosdaq,"2021-10-07:123330 持有期,收益为 0.04%,明日信号为 平仓"
S43框架EA修正-kosdaq,"2021-10-07:158430 持有期,收益为 0.04%,明日信号为 多"
